gene_name	uniprot	protein_length	region_1	region_2	region_1_len	region_2_len	pdb	pdb_length	resolution	model	chain	label_offset	pdb residues in region_1	pdb residues in region_2	percent_region_1	percent_region_2
CHEK1	O14757	476	391-476	9-265	86	257	4fsm	460	2.3	0	A	-1	0	244	0.0	94.94163424124513
CHEK1	O14757	476	391-476	9-265	86	257	4fsn	463	2.1	0	A	-3	0	249	0.0	96.88715953307393
CHEK1	O14757	476	391-476	9-265	86	257	4fsq	383	2.4	0	A	-1	0	242	0.0	94.16342412451361
CHEK1	O14757	476	391-476	9-265	86	257	4fsr	405	2.5	0	A	-1	0	248	0.0	96.49805447470817
CHEK1	O14757	476	391-476	9-265	86	257	4fst	486	1.9	0	A	-1	0	242	0.0	94.16342412451361
CHEK1	O14757	476	391-476	9-265	86	257	4fsu	429	2.1	0	A	-1	0	249	0.0	96.88715953307393
CHEK1	O14757	476	391-476	9-265	86	257	4fsw	445	2.3	0	A	-1	0	244	0.0	94.94163424124513
CHEK1	O14757	476	391-476	9-265	86	257	4fsy	438	2.3	0	A	-1	0	246	0.0	95.71984435797665
CHEK1	O14757	476	391-476	9-265	86	257	4fsz	470	2.3	0	A	-1	0	247	0.0	96.10894941634241
CHEK1	O14757	476	391-476	9-265	86	257	4ft0	353	2.3	0	A	-1	0	249	0.0	96.88715953307393
CHEK1	O14757	476	391-476	9-265	86	257	4ft3	465	2.5	0	A	-1	0	248	0.0	96.49805447470817
CHEK1	O14757	476	391-476	9-265	86	257	4ft5	353	2.4	0	A	-1	0	244	0.0	94.94163424124513
CHEK1	O14757	476	391-476	9-265	86	257	4ft7	471	2.2	0	A	-1	0	249	0.0	96.88715953307393
CHEK1	O14757	476	391-476	9-265	86	257	4ft9	494	2.2	0	A	-1	0	248	0.0	96.49805447470817
CHEK1	O14757	476	391-476	9-265	86	257	4fta	421	2.4	0	A	-1	0	243	0.0	94.55252918287937
CHEK1	O14757	476	391-476	9-265	86	257	4ftc	456	2.0	0	A	-1	0	244	0.0	94.94163424124513
CHEK1	O14757	476	391-476	9-265	86	257	4fti	428	2.2	0	A	-1	0	250	0.0	97.27626459143968
CHEK1	O14757	476	391-476	9-265	86	257	4ftj	401	2.2	0	A	-1	0	246	0.0	95.71984435797665
CHEK1	O14757	476	391-476	9-265	86	257	4ftk	390	2.3	0	A	-1	0	242	0.0	94.16342412451361
CHEK1	O14757	476	391-476	9-265	86	257	4ftl	388	2.5	0	A	-1	0	242	0.0	94.16342412451361
CHEK1	O14757	476	391-476	9-265	86	257	4ftm	440	1.9	0	A	-1	0	242	0.0	94.16342412451361
CHEK1	O14757	476	391-476	9-265	86	257	4ftn	412	2.02	0	A	-1	0	241	0.0	93.77431906614785
CHEK1	O14757	476	391-476	9-265	86	257	4fto	402	2.1	0	A	-1	0	240	0.0	93.3852140077821
CHEK1	O14757	476	391-476	9-265	86	257	4ftq	400	2.0	0	A	-1	0	243	0.0	94.55252918287937
CHEK1	O14757	476	391-476	9-265	86	257	4ftr	384	2.25	0	A	-1	0	246	0.0	95.71984435797665
CHEK1	O14757	476	391-476	9-265	86	257	4ftt	408	2.3	0	A	-1	0	245	0.0	95.3307392996109
CHEK1	O14757	476	391-476	9-265	86	257	4ftu	414	2.1	0	A	-1	0	249	0.0	96.88715953307393
CHEK1	O14757	476	391-476	9-265	86	257	4gh2	487	2.03	0	A	-1	0	245	0.0	95.3307392996109
CHEK1	O14757	476	391-476	9-265	86	257	4hyh	397	1.7	0	A	0	0	251	0.0	97.66536964980544
CHEK1	O14757	476	391-476	9-265	86	257	4hyi	553	1.399	0	A	0	0	254	0.0	98.83268482490273
CHEK1	O14757	476	391-476	9-265	86	257	4jik	426	1.9	0	A	-1	0	244	0.0	94.94163424124513
CHEK1	O14757	476	391-476	9-265	86	257	4qye	432	2.05	0	A	0	0	250	0.0	97.27626459143968
CHEK1	O14757	476	391-476	9-265	86	257	4qyf	464	2.15	0	A	0	0	250	0.0	97.27626459143968
CHEK1	O14757	476	391-476	9-265	86	257	4qyg	474	1.75	0	A	0	0	250	0.0	97.27626459143968
CHEK1	O14757	476	391-476	9-265	86	257	4qyh	361	1.9	0	A	0	0	250	0.0	97.27626459143968
CHEK1	O14757	476	391-476	9-265	86	257	4rvk	349	1.85	0	A	0	0	250	0.0	97.27626459143968
CHEK1	O14757	476	391-476	9-265	86	257	4rvl	408	1.85	0	A	0	0	244	0.0	94.94163424124513
CHEK1	O14757	476	391-476	9-265	86	257	4rvm	413	1.86	0	A	0	0	250	0.0	97.27626459143968
CHEK1	O14757	476	391-476	9-265	86	257	5dls	368	2.15	0	A	0	0	249	0.0	96.88715953307393
CHEK1	O14757	476	391-476	9-265	86	257	5f4n	579	1.91	0	A	0	0	248	0.0	96.49805447470817
CHEK1	O14757	476	391-476	9-265	86	257	5oop	484	1.7	0	A	0	0	251	0.0	97.66536964980544
CHEK1	O14757	476	391-476	9-265	86	257	5oor	521	1.9	0	A	0	0	249	0.0	96.88715953307393
CHEK1	O14757	476	391-476	9-265	86	257	5oot	387	2.1	0	A	0	0	250	0.0	97.27626459143968
CHEK1	O14757	476	391-476	9-265	86	257	5op2	465	1.9	0	A	0	0	252	0.0	98.0544747081712
CHEK1	O14757	476	391-476	9-265	86	257	5op4	429	2.0	0	A	0	0	248	0.0	96.49805447470817
CHEK1	O14757	476	391-476	9-265	86	257	5op5	480	1.9	0	A	0	0	249	0.0	96.88715953307393
CHEK1	O14757	476	391-476	9-265	86	257	5op7	461	1.8	0	A	0	0	251	0.0	97.66536964980544
CHEK1	O14757	476	391-476	9-265	86	257	5opb	500	1.55	0	A	0	0	252	0.0	98.0544747081712
CHEK1	O14757	476	391-476	9-265	86	257	5opr	412	1.95	0	A	0	0	248	0.0	96.49805447470817
CHEK1	O14757	476	391-476	9-265	86	257	5ops	397	2.0	0	A	0	0	247	0.0	96.10894941634241
CHEK1	O14757	476	391-476	9-265	86	257	5opu	499	1.55	0	A	0	0	249	0.0	96.88715953307393
CHEK1	O14757	476	391-476	9-265	86	257	5opv	464	1.9	0	A	0	0	250	0.0	97.27626459143968
CHEK1	O14757	476	391-476	9-265	86	257	5oq5	554	1.4	0	A	0	0	254	0.0	98.83268482490273
CHEK1	O14757	476	391-476	9-265	86	257	5oq6	424	1.95	0	A	0	0	248	0.0	96.49805447470817
CHEK1	O14757	476	391-476	9-265	86	257	5oq7	351	2.1	0	A	0	0	252	0.0	98.0544747081712
CHEK1	O14757	476	391-476	9-265	86	257	5oq8	408	2.0	0	A	0	0	251	0.0	97.66536964980544
CHEK1	O14757	476	391-476	9-265	86	257	5wi2	108	2.495	0	A	-390	78	0	90.69767441860465	0.0
CHEK1	O14757	476	391-476	9-265	86	257	6fc8	655	1.61	0	A	0	0	257	0.0	100.0
CHEK1	O14757	476	391-476	9-265	86	257	6fcf	576	1.85	0	A	0	0	247	0.0	96.10894941634241
CHEK1	O14757	476	391-476	9-265	86	257	6fck	602	1.9	0	A	0	0	257	0.0	100.0
CHEK1	O14757	476	391-476	9-265	86	257	7akm	500	1.93	0	A	3	0	257	0.0	100.0
CHEK1	O14757	476	391-476	9-265	86	257	7ako	473	1.8	0	A	3	0	257	0.0	100.0
CHEK1	O14757	476	391-476	9-265	86	257	7bjd	465	2.0	0	A	0	0	252	0.0	98.0544747081712
CHEK1	O14757	476	391-476	9-265	86	257	7bje	469	1.8	0	A	0	0	249	0.0	96.88715953307393
CHEK1	O14757	476	391-476	9-265	86	257	7bjh	475	1.8	0	A	0	0	249	0.0	96.88715953307393
CHEK1	O14757	476	391-476	9-265	86	257	7bjj	461	1.8	0	A	0	0	249	0.0	96.88715953307393
CHEK1	O14757	476	391-476	9-265	86	257	7bjm	361	2.3	0	A	0	0	247	0.0	96.10894941634241
CHEK1	O14757	476	391-476	9-265	86	257	7bjo	396	2.3	0	A	0	0	247	0.0	96.10894941634241
CHEK1	O14757	476	391-476	9-265	86	257	7bjr	428	1.9	0	A	0	0	248	0.0	96.49805447470817
CHEK1	O14757	476	391-476	9-265	86	257	7bjx	342	2.4	0	A	0	0	249	0.0	96.88715953307393
CHEK1	O14757	476	391-476	9-265	86	257	7bk1	465	2.0	0	A	0	0	250	0.0	97.27626459143968
CHEK1	O14757	476	391-476	9-265	86	257	7bk2	468	2.0	0	A	0	0	251	0.0	97.66536964980544
CHEK1	O14757	476	391-476	9-265	86	257	7bk3	467	2.0	0	A	0	0	251	0.0	97.66536964980544
CHEK1	O14757	476	391-476	9-265	86	257	7bkn	311	2.74	0	A	0	0	251	0.0	97.66536964980544
CHEK1	O14757	476	391-476	9-265	86	257	7bko	472	2.3	0	A	0	0	251	0.0	97.66536964980544
CHEK1	O14757	476	391-476	9-265	86	257	7mck	458	1.65	0	A	0	0	252	0.0	98.0544747081712
CHEK1	O14757	476	391-476	9-265	86	257	7suf	502	1.48	0	A	0	0	250	0.0	97.27626459143968
CHEK1	O14757	476	391-476	9-265	86	257	7sug	502	1.48	0	A	0	0	250	0.0	97.27626459143968
CHEK1	O14757	476	391-476	9-265	86	257	7suh	359	2.46	0	A	0	0	251	0.0	97.66536964980544
CHEK1	O14757	476	391-476	9-265	86	257	7sui	362	2.119	0	A	0	0	251	0.0	97.66536964980544
CHEK1	O14757	476	391-476	9-265	86	257	7suj	324	2.299	0	A	0	0	250	0.0	97.27626459143968
CHEK1	O14757	476	391-476	9-265	86	257	8e80	495	1.49	0	A	0	0	251	0.0	97.66536964980544
CHEK1	O14757	476	391-476	9-265	86	257	8e81	477	1.62	0	A	0	0	249	0.0	96.88715953307393
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	1f1w	175	2.1	0	A	-142	100	0	84.03361344537815	0.0
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	1f2f	160	1.7	0	A	-142	100	0	84.03361344537815	0.0
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	1nlo	0			A	-76	0	0	0.0	0.0
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	1nlp	0			A	-76	0	0	0.0	0.0
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	1p13	223	1.63	0	A	-143	102	0	85.71428571428571	0.0
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	1prl	144		15	A	-75	0	0	0.0	0.0
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	1prm	9		0	A	-75	0	0	0.0	0.0
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	1rlp	0			A	-75	0	0	0.0	0.0
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	1rlq	0			A	-75	0	0	0.0	0.0
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	1srl	56		0	A	-75	0	0	0.0	0.0
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	1srm	1120		19	A	-75	0	0	0.0	0.0
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	2hwo	273	2.5	0	A	-246	12	13	10.084033613445378	17.333333333333336
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	2hwp	261	2.48	0	A	-246	11	13	9.243697478991598	17.333333333333336
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	2oiq	404	2.07	0	A	-246	11	13	9.243697478991598	17.333333333333336
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	2ptk	697	2.35	0	A	-79	119	67	100.0	89.33333333333333
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	2qi8	332	2.32	0	A	-247	10	13	8.403361344537815	17.333333333333336
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	2qlq	298	2.33	0	A	-247	11	13	9.243697478991598	17.333333333333336
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	2qq7	345	2.38	0	A	-247	10	13	8.403361344537815	17.333333333333336
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	3d7t	266	2.899	0	B	-181	9	13	7.563025210084033	17.333333333333336
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	3d7u	258	4.111	0	B	-187	10	13	8.403361344537815	17.333333333333336
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	3dqw	482	2.017	0	A	-247	12	13	10.084033613445378	17.333333333333336
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	3dqx	362	2.3	0	A	-247	8	13	6.722689075630252	17.333333333333336
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	3el7	314	2.8	0	A	-247	10	13	8.403361344537815	17.333333333333336
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	3el8	363	2.3	0	A	-247	9	13	7.563025210084033	17.333333333333336
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	3en4	261	2.55	0	A	-247	9	13	7.563025210084033	17.333333333333336
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	3en5	247	2.66	0	A	-247	7	13	5.88235294117647	17.333333333333336
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	3en6	242	2.39	0	A	-247	7	13	5.88235294117647	17.333333333333336
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	3en7	252	2.81	0	A	-247	11	13	9.243697478991598	17.333333333333336
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	3f3t	318	2.5	0	A	-247	10	13	8.403361344537815	17.333333333333336
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	3f3u	304	2.5	0	A	-247	10	13	8.403361344537815	17.333333333333336
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	3f3v	288	2.6	0	A	-247	10	13	8.403361344537815	17.333333333333336
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	3f3w	299	2.6	0	A	-247	10	13	8.403361344537815	17.333333333333336
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	3f6x	316	2.35	0	A	-247	12	13	10.084033613445378	17.333333333333336
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	3fj5	88	1.65	0	A	-83	0	57	0.0	76.0
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	3g5d	372	2.2	0	A	-247	10	13	8.403361344537815	17.333333333333336
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	3g6g	306	2.31	0	A	-247	11	13	9.243697478991598	17.333333333333336
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	3g6h	328	2.35	0	A	-247	9	13	7.563025210084033	17.333333333333336
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	3geq	378	2.2	0	A	-247	19	13	15.966386554621847	17.333333333333336
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	3lok	287	2.48	0	A	-247	10	13	8.403361344537815	17.333333333333336
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	3oez	414	2.4	0	A	-247	10	13	8.403361344537815	17.333333333333336
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	3of0	368	2.7	0	A	-247	10	13	8.403361344537815	17.333333333333336
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	3qlf	305	2.75	0	A	-247	9	13	7.563025210084033	17.333333333333336
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	3qlg	358	2.75	0	A	-247	9	13	7.563025210084033	17.333333333333336
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	3svv	382	2.204	0	A	-247	10	13	8.403361344537815	17.333333333333336
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	3tz7	261	3.3	0	A	-247	10	13	8.403361344537815	17.333333333333336
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	3tz8	298	2.7	0	A	-247	10	13	8.403361344537815	17.333333333333336
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	3tz9	262	3.1	0	A	-247	10	13	8.403361344537815	17.333333333333336
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	3u4w	606	1.9	0	A	-258	8	13	6.722689075630252	17.333333333333336
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	3u51	315	2.241	0	A	-258	6	13	5.042016806722689	17.333333333333336
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	3uqf	301	2.27	0	A	-247	9	13	7.563025210084033	17.333333333333336
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	3uqg	281	2.2	0	A	-247	9	13	7.563025210084033	17.333333333333336
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	4agw	335	2.6	0	A	-247	10	13	8.403361344537815	17.333333333333336
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	4dgg	269	2.65	0	A	-247	11	13	9.243697478991598	17.333333333333336
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	4fic	301	2.5	0	A	-247	12	13	10.084033613445378	17.333333333333336
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	4hvu	134	0.98	0	A	-80	0	57	0.0	76.0
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	4hvv	117	1.1	0	A	-80	0	56	0.0	74.66666666666667
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	4hvw	123	0.98	0	A	-80	0	61	0.0	81.33333333333333
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	4jz3	96	1.852	0	A	-79	0	57	0.0	76.0
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	4jz4	138	1.56	0	A	-79	0	60	0.0	80.0
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	4le9	122	1.344	0	A	-63	0	59	0.0	78.66666666666666
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	4lgg	269	2.41	0	A	-263	3	13	2.5210084033613445	17.333333333333336
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	4lgh	266	2.84	0	A	-256	10	13	8.403361344537815	17.333333333333336
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	4mcv	268	2.73	0	A	-255	11	13	9.243697478991598	17.333333333333336
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	4o2p	385	2.1	0	A	-247	10	13	8.403361344537815	17.333333333333336
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	4oml	83	1.6	0	A	-63	0	57	0.0	76.0
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	4omm	94	1.9	0	A	-63	0	57	0.0	76.0
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	4omn	92	1.5	0	A	-63	0	57	0.0	76.0
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	4omo	145	1.04	0	A	-80	0	61	0.0	81.33333333333333
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	4omp	65	2.0	0	A	-63	0	56	0.0	74.66666666666667
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	4omq	84	2.0	0	A	-63	0	57	0.0	76.0
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	4qt7	136	1.55	0	A	-80	0	60	0.0	80.0
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	4rtu	81	2.453	0	A	-80	0	57	0.0	76.0
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	4rtv	82	1.37	0	A	-80	0	57	0.0	76.0
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	4rtw	119	1.24	0	A	-80	0	57	0.0	76.0
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	4rtx	141	1.32	0	A	-80	0	61	0.0	81.33333333333333
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	4rty	130	1.279	0	A	-80	0	58	0.0	77.33333333333333
SRC	P00523	533	148-245,246-266	81-142,521-533	119	75	4rtz	118	0.979	0	A	-80	0	61	0.0	81.33333333333333
