uniprot	region_1	region_2	region_1_len	region_2_len	pdb	pdb_length	resolution	model	chain	label_offset	pdb residues in region_1	pdb residues in region_2	percent_region_1	percent_region_2	gt_fn	af_filename
O60674	758-807	849-1124	50	276	7f7w	272	1.83	0	A	-535	48	0	96.0	0.0	7f7w.cif	F-O60674-F1-model_v3.cif
O60674	758-807	849-1124	50	276	7jyo	267	2.16127225177	0	A	-535	48	0	96.0	0.0	7jyo.cif	F-O60674-F1-model_v3.cif
O60674	758-807	849-1124	50	276	7jyq	269	1.85941610301	0	A	-535	48	0	96.0	0.0	7jyq.cif	F-O60674-F1-model_v3.cif
O60674	758-807	849-1124	50	276	7t0p	270	2.04	0	A	-535	48	0	96.0	0.0	7t0p.cif	F-O60674-F1-model_v3.cif
O60674	758-807	849-1124	50	276	7t1t	271	2.08	0	A	-535	48	0	96.0	0.0	7t1t.cif	F-O60674-F1-model_v3.cif
O60674	758-807	849-1124	50	276	8b8n	270	2.0	0	A	-535	48	0	96.0	0.0	8b8n.cif	F-O60674-F1-model_v3.cif
O60674	758-807	849-1124	50	276	8b8u	270	1.5	0	A	-535	48	0	96.0	0.0	8b8u.cif	F-O60674-F1-model_v3.cif
O60674	758-807	849-1124	50	276	8b99	271	1.6	0	A	-535	48	0	96.0	0.0	8b99.cif	F-O60674-F1-model_v3.cif
O60674	758-807	849-1124	50	276	8b9e	271	1.5	0	A	-535	48	0	96.0	0.0	8b9e.cif	F-O60674-F1-model_v3.cif
O60674	758-807	849-1124	50	276	8b9h	271	1.5	0	A	-535	48	0	96.0	0.0	8b9h.cif	F-O60674-F1-model_v3.cif
O60674	758-807	849-1124	50	276	8ba2	271	1.5	0	A	-535	48	0	96.0	0.0	8ba2.cif	F-O60674-F1-model_v3.cif
O60674	758-807	849-1124	50	276	8ba3	274	1.4	0	A	-535	48	0	96.0	0.0	8ba3.cif	F-O60674-F1-model_v3.cif
O60674	758-807	849-1124	50	276	8ba4	270	2.1	0	A	-535	48	0	96.0	0.0	8ba4.cif	F-O60674-F1-model_v3.cif
O60674	758-807	849-1124	50	276	8bab	271	1.55	0	A	-535	48	0	96.0	0.0	8bab.cif	F-O60674-F1-model_v3.cif
O60674	758-807	849-1124	50	276	8bak	271	1.65	0	A	-535	48	0	96.0	0.0	8bak.cif	F-O60674-F1-model_v3.cif
O60674	758-807	849-1124	50	276	8c08	266	2.2	0	A	-535	48	0	96.0	0.0	8c08.cif	F-O60674-F1-model_v3.cif
O60674	758-807	849-1124	50	276	8c09	268	1.9	0	A	-535	48	0	96.0	0.0	8c09.cif	F-O60674-F1-model_v3.cif
O60674	758-807	849-1124	50	276	8c0a	270	1.7	0	A	-535	48	0	96.0	0.0	8c0a.cif	F-O60674-F1-model_v3.cif
O60674	758-807	849-1124	50	276	8ex0	270	1.85	0	A	-535	48	0	96.0	0.0	8ex0.cif	F-O60674-F1-model_v3.cif
O60674	758-807	849-1124	50	276	8ex1	269	1.5	0	A	-535	48	0	96.0	0.0	8ex1.cif	F-O60674-F1-model_v3.cif
O60674	758-807	849-1124	50	276	8ex2	269	1.9	0	A	-535	47	0	94.0	0.0	8ex2.cif	F-O60674-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	1pme	328	2.0	0	A	20	24	256	100.0	96.60377358490567	1pme.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	1tvo	350	2.5	0	A	0	24	265	100.0	100.0	1tvo.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	1wzy	350	2.5	0	A	8	24	265	100.0	100.0	1wzy.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	2y9q	350	1.55	0	A	2	24	265	100.0	100.0	2y9q.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	3sa0	354	1.5947	0	A	0	24	262	100.0	98.86792452830188	3sa0.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	4fmq	350	2.098	0	A	2	24	265	100.0	100.0	4fmq.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	4fux	342	2.2	0	A	0	24	264	100.0	99.62264150943396	4fux.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	4fuy	329	2.0	0	A	0	24	256	100.0	96.60377358490567	4fuy.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	4fv0	341	2.1	0	A	0	24	262	100.0	98.86792452830188	4fv0.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	4fv1	342	1.99	0	A	0	24	264	100.0	99.62264150943396	4fv1.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	4fv2	344	2.0	0	A	0	24	264	100.0	99.62264150943396	4fv2.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	4fv3	346	2.2	0	A	0	24	264	100.0	99.62264150943396	4fv3.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	4fv7	342	1.9	0	A	0	24	263	100.0	99.24528301886792	4fv7.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	4g6n	341	2.0	0	A	0	24	264	100.0	99.62264150943396	4g6n.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	4g6o	339	2.2	0	A	0	24	261	100.0	98.49056603773585	4g6o.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	4h3q	348	2.2	0	A	2	24	262	100.0	98.86792452830188	4h3q.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	4iz5	346	3.19	0	A	-4	23	265	95.83333333333334	100.0	4iz5.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	4iza	346	1.93	0	A	-4	22	265	91.66666666666666	100.0	4iza.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	4n0s	348	1.7992	0	A	0	24	261	100.0	98.49056603773585	4n0s.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	4nif	349	2.15	0	B	2	21	265	87.5	100.0	4nif.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	4qp1	342	2.7	0	A	9	24	264	100.0	99.62264150943396	4qp1.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	4qpa	331	2.85	0	A	9	21	256	87.5	96.60377358490567	4qpa.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	4qte	348	1.5	0	A	1	24	265	100.0	100.0	4qte.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	4xj0	345	2.58	0	A	-11	24	263	100.0	99.24528301886792	4xj0.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	4zxt	348	2.0	0	A	0	24	262	100.0	98.86792452830188	4zxt.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	4zzm	343	1.89	0	A	-10	24	263	100.0	99.24528301886792	4zzm.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	4zzn	337	1.33	0	A	-10	24	263	100.0	99.24528301886792	4zzn.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	4zzo	338	1.63	0	A	-10	24	263	100.0	99.24528301886792	4zzo.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	5lcj	345	1.78	0	A	8	24	264	100.0	99.62264150943396	5lcj.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	5lck	345	1.89	0	A	0	24	263	100.0	99.24528301886792	5lck.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	5ngu	338	2.74	0	A	19	24	263	100.0	99.24528301886792	5ngu.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	5nhf	338	2.14	0	A	19	24	263	100.0	99.24528301886792	5nhf.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	5nhh	347	1.94	0	A	19	24	264	100.0	99.62264150943396	5nhh.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	5nhj	344	2.12	0	A	19	24	264	100.0	99.62264150943396	5nhj.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	5nhl	344	2.07	0	A	19	24	264	100.0	99.62264150943396	5nhl.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	5nho	342	2.24	0	A	19	24	264	100.0	99.62264150943396	5nho.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	5nhp	337	1.99	0	A	19	24	264	100.0	99.62264150943396	5nhp.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	5nhv	344	2.0	0	A	19	24	264	100.0	99.62264150943396	5nhv.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	5v60	347	2.18	0	A	-4	22	265	91.66666666666666	100.0	5v60.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	5v61	348	2.2	0	A	-4	22	265	91.66666666666666	100.0	5v61.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	5v62	349	1.9	0	A	-9	22	265	91.66666666666666	100.0	5v62.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	5wp1	340	1.4	0	A	-3	24	262	100.0	98.86792452830188	5wp1.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	6dmg	346	2.2	0	A	-10	24	264	100.0	99.62264150943396	6dmg.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	6g54	347	2.05	0	A	1	24	265	100.0	100.0	6g54.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	6g8x	338	1.76	0	A	8	24	264	100.0	99.62264150943396	6g8x.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	6g91	344	1.8	0	A	8	24	264	100.0	99.62264150943396	6g91.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	6g92	343	1.99	0	A	8	24	264	100.0	99.62264150943396	6g92.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	6g93	343	1.67	0	A	8	24	264	100.0	99.62264150943396	6g93.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	6g97	344	1.9	0	A	8	24	264	100.0	99.62264150943396	6g97.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	6g9a	341	1.91	0	A	8	24	264	100.0	99.62264150943396	6g9a.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	6g9d	345	1.8	0	A	8	24	264	100.0	99.62264150943396	6g9d.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	6g9h	343	1.73	0	A	8	24	264	100.0	99.62264150943396	6g9h.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	6g9j	347	1.98	0	A	8	24	262	100.0	98.86792452830188	6g9j.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	6g9k	343	1.94	0	A	8	24	263	100.0	99.24528301886792	6g9k.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	6g9m	341	1.86	0	A	8	24	264	100.0	99.62264150943396	6g9m.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	6g9n	344	1.76	0	A	8	24	264	100.0	99.62264150943396	6g9n.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	6gdm	341	1.91	0	A	8	24	261	100.0	98.49056603773585	6gdm.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	6gdq	339	1.86	0	A	8	24	264	100.0	99.62264150943396	6gdq.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	6ge0	343	1.82	0	A	8	24	263	100.0	99.24528301886792	6ge0.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	6gjb	347	1.82	0	A	8	24	264	100.0	99.62264150943396	6gjb.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	6gjd	341	1.58	0	A	8	24	264	100.0	99.62264150943396	6gjd.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	6opg	347	2.9	0	A	-6	22	265	91.66666666666666	100.0	6opg.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	6oph	346	2.4	0	A	-6	22	265	91.66666666666666	100.0	6oph.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	6q7k	345	1.84	0	A	8	24	264	100.0	99.62264150943396	6q7k.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	6q7s	341	1.73	0	A	8	24	264	100.0	99.62264150943396	6q7s.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	6q7t	339	1.6	0	A	8	24	264	100.0	99.62264150943396	6q7t.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	6qa1	341	1.58	0	A	8	24	264	100.0	99.62264150943396	6qa1.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	6qa3	341	1.57	0	A	8	24	264	100.0	99.62264150943396	6qa3.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	6qa4	336	1.6	0	A	8	24	262	100.0	98.86792452830188	6qa4.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	6qag	339	2.07	0	A	8	24	264	100.0	99.62264150943396	6qag.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	6qah	339	1.58	0	A	8	24	263	100.0	99.24528301886792	6qah.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	6qal	335	1.57	0	A	8	24	261	100.0	98.49056603773585	6qal.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	6qaq	343	1.58	0	A	8	24	264	100.0	99.62264150943396	6qaq.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	6qaw	336	1.84	0	A	8	24	263	100.0	99.24528301886792	6qaw.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	6rq4	331	1.96	0	A	8	24	264	100.0	99.62264150943396	6rq4.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	6slg	331	1.33	0	A	19	24	264	100.0	99.62264150943396	6slg.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	7auv	346	1.76	0	A	8	24	264	100.0	99.62264150943396	7auv.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	7e73	346	2.28	0	A	3	24	264	100.0	99.62264150943396	7e73.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	7e75	348	2.481	0	A	3	24	264	100.0	99.62264150943396	7e75.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	7nqq	341	1.943	0	A	8	24	264	100.0	99.62264150943396	7nqq.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	7nqw	345	1.775	0	A	8	24	264	100.0	99.62264150943396	7nqw.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	7nr3	336	1.897	0	A	8	24	264	100.0	99.62264150943396	7nr3.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	7nr5	341	1.766	0	A	8	24	264	100.0	99.62264150943396	7nr5.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	7nr8	345	1.627	0	A	8	24	264	100.0	99.62264150943396	7nr8.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	7nr9	334	1.906	0	A	8	24	264	100.0	99.62264150943396	7nr9.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	7opm	358	2.45	0	A	4	22	265	91.66666666666666	100.0	7opm.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	7w5o	349	2.35	0	A	8	24	264	100.0	99.62264150943396	7w5o.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	7x4u	350	1.98	0	A	8	24	265	100.0	100.0	7x4u.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	7xc1	350	2.09	0	A	8	24	264	100.0	99.62264150943396	7xc1.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	8ao2	340	1.796	0	A	8	24	264	100.0	99.62264150943396	8ao2.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	8ao3	337	1.778	0	A	8	24	263	100.0	99.24528301886792	8ao3.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	8ao4	337	1.825	0	A	8	24	263	100.0	99.24528301886792	8ao4.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	8ao5	329	1.595	0	A	8	24	261	100.0	98.49056603773585	8ao5.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	8ao6	336	1.811	0	A	8	24	263	100.0	99.24528301886792	8ao6.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	8ao7	345	1.61	0	A	8	24	264	100.0	99.62264150943396	8ao7.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	8ao8	341	1.697	0	A	8	24	264	100.0	99.62264150943396	8ao8.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	8ao9	337	1.624	0	A	8	24	262	100.0	98.86792452830188	8ao9.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	8aoa	345	1.62	0	A	8	24	264	100.0	99.62264150943396	8aoa.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	8aob	320	1.623	0	A	8	24	255	100.0	96.22641509433963	8aob.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	8aoc	344	1.62	0	A	8	24	263	100.0	99.24528301886792	8aoc.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	8aod	334	1.62	0	A	8	24	260	100.0	98.11320754716981	8aod.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	8aoe	336	1.687	0	A	8	24	255	100.0	96.22641509433963	8aoe.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	8aof	340	1.615	0	A	8	24	259	100.0	97.73584905660377	8aof.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	8aog	336	1.603	0	A	8	24	258	100.0	97.35849056603773	8aog.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	8aoh	333	1.6	0	A	8	24	260	100.0	98.11320754716981	8aoh.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	8aoi	345	1.602	0	A	8	24	264	100.0	99.62264150943396	8aoi.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	8aoj	339	1.12	0	A	8	24	264	100.0	99.62264150943396	8aoj.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	8u8j	349	2.1	0	A	-6	22	265	91.66666666666666	100.0	8u8j.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	8u8k	347	2.1	0	A	-6	22	265	91.66666666666666	100.0	8u8k.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	8zjv	349	1.8	0	A	-9	24	265	100.0	100.0	8zjv.cif	F-P28482-F1-model_v3.cif
Q06187	3-133	402-655	131	254	1b55	163	2.4	0	A	-1	125	0	95.41984732824427	0.0	1b55.cif	F-Q06187-F1-model_v3.cif
Q06187	3-133	402-655	131	254	1btk	159	1.6	0	A	-1	121	0	92.36641221374046	0.0	1btk.cif	F-Q06187-F1-model_v3.cif
Q06187	3-133	402-655	131	254	1bwn	165	2.1	0	A	-1	127	0	96.94656488549617	0.0	1bwn.cif	F-Q06187-F1-model_v3.cif
Q06187	3-133	402-655	131	254	2z0p	158	2.58	0	A	-1	122	0	93.12977099236642	0.0	2z0p.cif	F-Q06187-F1-model_v3.cif
Q06187	3-133	402-655	131	254	6tse	163	1.41	0	A	-1	126	0	96.18320610687023	0.0	6tse.cif	F-Q06187-F1-model_v3.cif
Q06187	3-133	402-655	131	254	6tt2	163	1.36	0	A	-1	126	0	96.18320610687023	0.0	6tt2.cif	F-Q06187-F1-model_v3.cif
