uniprot	region_1	region_2	region_1_len	region_2_len	pdb	pdb_length	resolution	model	chain	label_offset	pdb residues in region_1	pdb residues in region_2	percent_region_1	percent_region_2	gt_fn	af_filename
P28482	173-196	25-172,197-313	24	265	4h3p	340	2.3	0	A	2	17	264	70.83333333333334	99.62264150943396	4h3p.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	4h3q	348	2.2	0	A	2	24	262	100.0	98.86792452830188	4h3q.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	4iz5	346	3.19	0	A	-4	23	265	95.83333333333334	100.0	4iz5.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	4iza	346	1.93	0	A	-4	22	265	91.66666666666666	100.0	4iza.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	4n0s	348	1.7992	0	A	0	24	261	100.0	98.49056603773585	4n0s.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	4nif	349	2.15	0	B	2	21	265	87.5	100.0	4nif.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	4qp1	342	2.7	0	A	9	24	264	100.0	99.62264150943396	4qp1.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	4qp2	336	2.23	0	A	9	18	261	75.0	98.49056603773585	4qp2.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	4qp3	339	2.599	0	A	9	18	261	75.0	98.49056603773585	4qp3.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	4qp4	337	2.2	0	A	9	16	265	66.66666666666666	100.0	4qp4.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	4qp6	339	3.1	0	A	9	18	261	75.0	98.49056603773585	4qp6.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	4qp7	337	2.249	0	A	9	16	265	66.66666666666666	100.0	4qp7.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	4qp9	335	2.001	0	A	9	16	265	66.66666666666666	100.0	4qp9.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	4qpa	331	2.85	0	A	9	21	256	87.5	96.60377358490567	4qpa.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	4qte	348	1.5	0	A	1	24	265	100.0	100.0	4qte.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	4xj0	345	2.58	0	A	-11	24	263	100.0	99.24528301886792	4xj0.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	4zxt	348	2.0	0	A	0	24	262	100.0	98.86792452830188	4zxt.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	4zzm	343	1.89	0	A	-10	24	263	100.0	99.24528301886792	4zzm.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	4zzn	337	1.33	0	A	-10	24	263	100.0	99.24528301886792	4zzn.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	4zzo	338	1.63	0	A	-10	24	263	100.0	99.24528301886792	4zzo.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	5ax3	329	2.984	0	A	8	15	254	62.5	95.84905660377359	5ax3.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	5lcj	345	1.78	0	A	8	24	264	100.0	99.62264150943396	5lcj.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	5lck	345	1.89	0	A	0	24	263	100.0	99.24528301886792	5lck.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	5ngu	338	2.74	0	A	19	24	263	100.0	99.24528301886792	5ngu.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	5nhf	338	2.14	0	A	19	24	263	100.0	99.24528301886792	5nhf.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	5nhh	347	1.94	0	A	19	24	264	100.0	99.62264150943396	5nhh.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	5nhj	344	2.12	0	A	19	24	264	100.0	99.62264150943396	5nhj.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	5nhl	344	2.07	0	A	19	24	264	100.0	99.62264150943396	5nhl.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	5nho	342	2.24	0	A	19	24	264	100.0	99.62264150943396	5nho.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	5nhp	337	1.99	0	A	19	24	264	100.0	99.62264150943396	5nhp.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	5nhv	344	2.0	0	A	19	24	264	100.0	99.62264150943396	5nhv.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	5v60	347	2.18	0	A	-4	22	265	91.66666666666666	100.0	5v60.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	5v61	348	2.2	0	A	-4	22	265	91.66666666666666	100.0	5v61.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	5v62	349	1.9	0	A	-9	22	265	91.66666666666666	100.0	5v62.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	5wp1	340	1.4	0	A	-3	24	262	100.0	98.86792452830188	5wp1.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	6d5y	336	2.86	0	A	-12	16	264	66.66666666666666	99.62264150943396	6d5y.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	6dmg	346	2.2	0	A	-10	24	264	100.0	99.62264150943396	6dmg.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	6g54	347	2.05	0	A	1	24	265	100.0	100.0	6g54.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	6g8x	338	1.76	0	A	8	24	264	100.0	99.62264150943396	6g8x.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	6g91	344	1.8	0	A	8	24	264	100.0	99.62264150943396	6g91.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	6g92	343	1.99	0	A	8	24	264	100.0	99.62264150943396	6g92.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	6g93	343	1.67	0	A	8	24	264	100.0	99.62264150943396	6g93.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	6g97	344	1.9	0	A	8	24	264	100.0	99.62264150943396	6g97.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	6g9a	341	1.91	0	A	8	24	264	100.0	99.62264150943396	6g9a.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	6g9d	345	1.8	0	A	8	24	264	100.0	99.62264150943396	6g9d.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	6g9h	343	1.73	0	A	8	24	264	100.0	99.62264150943396	6g9h.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	6g9j	347	1.98	0	A	8	24	262	100.0	98.86792452830188	6g9j.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	6g9k	343	1.94	0	A	8	24	263	100.0	99.24528301886792	6g9k.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	6g9m	341	1.86	0	A	8	24	264	100.0	99.62264150943396	6g9m.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	6g9n	344	1.76	0	A	8	24	264	100.0	99.62264150943396	6g9n.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	6gdm	341	1.91	0	A	8	24	261	100.0	98.49056603773585	6gdm.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	6gdq	339	1.86	0	A	8	24	264	100.0	99.62264150943396	6gdq.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	6ge0	343	1.82	0	A	8	24	263	100.0	99.24528301886792	6ge0.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	6gjb	347	1.82	0	A	8	24	264	100.0	99.62264150943396	6gjb.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	6gjd	341	1.58	0	A	8	24	264	100.0	99.62264150943396	6gjd.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	6opg	347	2.9	0	A	-6	22	265	91.66666666666666	100.0	6opg.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	6oph	346	2.4	0	A	-6	22	265	91.66666666666666	100.0	6oph.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	6q7k	345	1.84	0	A	8	24	264	100.0	99.62264150943396	6q7k.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	6q7s	341	1.73	0	A	8	24	264	100.0	99.62264150943396	6q7s.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	6q7t	339	1.6	0	A	8	24	264	100.0	99.62264150943396	6q7t.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	6qa1	341	1.58	0	A	8	24	264	100.0	99.62264150943396	6qa1.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	6qa3	341	1.57	0	A	8	24	264	100.0	99.62264150943396	6qa3.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	6qa4	336	1.6	0	A	8	24	262	100.0	98.86792452830188	6qa4.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	6qag	339	2.07	0	A	8	24	264	100.0	99.62264150943396	6qag.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	6qah	339	1.58	0	A	8	24	263	100.0	99.24528301886792	6qah.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	6qal	335	1.57	0	A	8	24	261	100.0	98.49056603773585	6qal.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	6qaq	343	1.58	0	A	8	24	264	100.0	99.62264150943396	6qaq.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	6qaw	336	1.84	0	A	8	24	263	100.0	99.24528301886792	6qaw.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	6rq4	331	1.96	0	A	8	24	264	100.0	99.62264150943396	6rq4.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	6slg	331	1.33	0	A	19	24	264	100.0	99.62264150943396	6slg.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	7auv	346	1.76	0	A	8	24	264	100.0	99.62264150943396	7auv.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	7e73	346	2.28	0	A	3	24	264	100.0	99.62264150943396	7e73.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	7e75	348	2.481	0	A	3	24	264	100.0	99.62264150943396	7e75.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	7nqq	341	1.943	0	A	8	24	264	100.0	99.62264150943396	7nqq.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	7nqw	345	1.775	0	A	8	24	264	100.0	99.62264150943396	7nqw.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	7nr3	336	1.897	0	A	8	24	264	100.0	99.62264150943396	7nr3.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	7nr5	341	1.766	0	A	8	24	264	100.0	99.62264150943396	7nr5.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	7nr8	345	1.627	0	A	8	24	264	100.0	99.62264150943396	7nr8.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	7nr9	334	1.906	0	A	8	24	264	100.0	99.62264150943396	7nr9.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	7opm	358	2.45	0	A	4	22	265	91.66666666666666	100.0	7opm.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	7w5o	349	2.35	0	A	8	24	264	100.0	99.62264150943396	7w5o.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	7x4u	350	1.98	0	A	8	24	265	100.0	100.0	7x4u.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	7xc1	350	2.09	0	A	8	24	264	100.0	99.62264150943396	7xc1.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	8ao2	340	1.796	0	A	8	24	264	100.0	99.62264150943396	8ao2.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	8ao3	337	1.778	0	A	8	24	263	100.0	99.24528301886792	8ao3.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	8ao4	337	1.825	0	A	8	24	263	100.0	99.24528301886792	8ao4.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	8ao5	329	1.595	0	A	8	24	261	100.0	98.49056603773585	8ao5.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	8ao6	336	1.811	0	A	8	24	263	100.0	99.24528301886792	8ao6.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	8ao7	345	1.61	0	A	8	24	264	100.0	99.62264150943396	8ao7.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	8ao8	341	1.697	0	A	8	24	264	100.0	99.62264150943396	8ao8.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	8ao9	337	1.624	0	A	8	24	262	100.0	98.86792452830188	8ao9.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	8aoa	345	1.62	0	A	8	24	264	100.0	99.62264150943396	8aoa.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	8aob	320	1.623	0	A	8	24	255	100.0	96.22641509433963	8aob.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	8aoc	344	1.62	0	A	8	24	263	100.0	99.24528301886792	8aoc.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	8aod	334	1.62	0	A	8	24	260	100.0	98.11320754716981	8aod.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	8aoe	336	1.687	0	A	8	24	255	100.0	96.22641509433963	8aoe.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	8aof	340	1.615	0	A	8	24	259	100.0	97.73584905660377	8aof.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	8aog	336	1.603	0	A	8	24	258	100.0	97.35849056603773	8aog.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	8aoh	333	1.6	0	A	8	24	260	100.0	98.11320754716981	8aoh.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	8aoi	345	1.602	0	A	8	24	264	100.0	99.62264150943396	8aoi.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	8aoj	339	1.12	0	A	8	24	264	100.0	99.62264150943396	8aoj.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	8u8j	349	2.1	0	A	-6	22	265	91.66666666666666	100.0	8u8j.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	8u8k	347	2.1	0	A	-6	22	265	91.66666666666666	100.0	8u8k.cif	F-P28482-F1-model_v3.cif
P28482	173-196	25-172,197-313	24	265	8zjv	349	1.8	0	A	-9	24	265	100.0	100.0	8zjv.cif	F-P28482-F1-model_v3.cif
P62826	179-216	10-169	38	160	1k5d	206	2.7	0	A	0	35	160	92.10526315789474	100.0	1k5d.cif	F-P62826-F1-model_v3.cif
P62826	179-216	10-169	38	160	1k5g	206	3.1	0	A	0	35	160	92.10526315789474	100.0	1k5g.cif	F-P62826-F1-model_v3.cif
P62826	179-216	10-169	38	160	1rrp	204	2.96	0	A	-7	33	160	86.8421052631579	100.0	1rrp.cif	F-P62826-F1-model_v3.cif
P62826	179-216	10-169	38	160	2mmc	216		0	A	0	38	160	100.0	100.0	2mmc.cif	F-P62826-F1-model_v3.cif
P62826	179-216	10-169	38	160	2mmg	216		0	A	0	38	160	100.0	100.0	2mmg.cif	F-P62826-F1-model_v3.cif
P62826	179-216	10-169	38	160	2n1b	216		0	A	41	38	160	100.0	100.0	2n1b.cif	F-P62826-F1-model_v3.cif
P62826	179-216	10-169	38	160	3ch5	193	2.1	0	A	0	27	154	71.05263157894737	96.25	3ch5.cif	F-P62826-F1-model_v3.cif
P62826	179-216	10-169	38	160	3gj0	206	1.48	0	A	5	29	160	76.31578947368422	100.0	3gj0.cif	F-P62826-F1-model_v3.cif
P62826	179-216	10-169	38	160	3gj3	202	1.79	0	A	5	29	160	76.31578947368422	100.0	3gj3.cif	F-P62826-F1-model_v3.cif
P62826	179-216	10-169	38	160	3gj4	200	2.15	0	A	5	30	159	78.94736842105263	99.375	3gj4.cif	F-P62826-F1-model_v3.cif
P62826	179-216	10-169	38	160	3gj5	200	1.79	0	A	5	30	159	78.94736842105263	99.375	3gj5.cif	F-P62826-F1-model_v3.cif
P62826	179-216	10-169	38	160	3gj6	202	2.7	0	A	5	30	159	78.94736842105263	99.375	3gj6.cif	F-P62826-F1-model_v3.cif
P62826	179-216	10-169	38	160	3gj7	200	1.93	0	A	5	29	159	76.31578947368422	99.375	3gj7.cif	F-P62826-F1-model_v3.cif
P62826	179-216	10-169	38	160	3gj8	203	1.82	0	A	5	31	159	81.57894736842105	99.375	3gj8.cif	F-P62826-F1-model_v3.cif
P62826	179-216	10-169	38	160	4gmx	205	2.1	0	A	0	34	160	89.47368421052632	100.0	4gmx.cif	F-P62826-F1-model_v3.cif
P62826	179-216	10-169	38	160	4gpt	208	2.22	0	A	0	38	160	100.0	100.0	4gpt.cif	F-P62826-F1-model_v3.cif
P62826	179-216	10-169	38	160	4hat	209	1.78	0	A	0	38	160	100.0	100.0	4hat.cif	F-P62826-F1-model_v3.cif
P62826	179-216	10-169	38	160	4hau	199	2.0	0	A	0	29	160	76.31578947368422	100.0	4hau.cif	F-P62826-F1-model_v3.cif
P62826	179-216	10-169	38	160	4hav	196	2.0	0	A	0	26	160	68.42105263157895	100.0	4hav.cif	F-P62826-F1-model_v3.cif
P62826	179-216	10-169	38	160	4haw	196	1.9	0	A	0	26	160	68.42105263157895	100.0	4haw.cif	F-P62826-F1-model_v3.cif
P62826	179-216	10-169	38	160	4hay	200	2.3	0	A	0	30	160	78.94736842105263	100.0	4hay.cif	F-P62826-F1-model_v3.cif
P62826	179-216	10-169	38	160	4haz	202	1.9	0	A	0	32	160	84.21052631578947	100.0	4haz.cif	F-P62826-F1-model_v3.cif
P62826	179-216	10-169	38	160	4hb0	205	2.2	0	A	0	35	160	92.10526315789474	100.0	4hb0.cif	F-P62826-F1-model_v3.cif
P62826	179-216	10-169	38	160	4hb2	204	1.8	0	A	0	34	160	89.47368421052632	100.0	4hb2.cif	F-P62826-F1-model_v3.cif
P62826	179-216	10-169	38	160	4hb3	202	2.8	0	A	0	32	160	84.21052631578947	100.0	4hb3.cif	F-P62826-F1-model_v3.cif
P62826	179-216	10-169	38	160	4hb4	209	2.05	0	A	0	38	160	100.0	100.0	4hb4.cif	F-P62826-F1-model_v3.cif
P62826	179-216	10-169	38	160	4wvf	209	1.8	0	A	0	38	160	100.0	100.0	4wvf.cif	F-P62826-F1-model_v3.cif
P62826	179-216	10-169	38	160	5ciq	199	1.65	0	A	0	29	160	76.31578947368422	100.0	5ciq.cif	F-P62826-F1-model_v3.cif
P62826	179-216	10-169	38	160	5cit	199	1.75	0	A	0	28	160	73.68421052631578	100.0	5cit.cif	F-P62826-F1-model_v3.cif
P62826	179-216	10-169	38	160	5ciw	198	1.75	0	A	0	29	159	76.31578947368422	99.375	5ciw.cif	F-P62826-F1-model_v3.cif
P62826	179-216	10-169	38	160	5cj2	196	1.75	0	A	0	26	159	68.42105263157895	99.375	5cj2.cif	F-P62826-F1-model_v3.cif
P62826	179-216	10-169	38	160	5clq	206	3.2	0	A	0	33	159	86.8421052631579	99.375	5clq.cif	F-P62826-F1-model_v3.cif
P62826	179-216	10-169	38	160	5dh9	205	2.55	0	A	21	35	160	92.10526315789474	100.0	5dh9.cif	F-P62826-F1-model_v3.cif
P62826	179-216	10-169	38	160	5dha	206	2.95	0	A	21	36	160	94.73684210526315	100.0	5dha.cif	F-P62826-F1-model_v3.cif
P62826	179-216	10-169	38	160	5dhf	205	2.285	0	A	21	35	160	92.10526315789474	100.0	5dhf.cif	F-P62826-F1-model_v3.cif
P62826	179-216	10-169	38	160	5di9	208	2.28	0	A	21	38	160	100.0	100.0	5di9.cif	F-P62826-F1-model_v3.cif
P62826	179-216	10-169	38	160	5dif	209	2.092	0	A	21	38	160	100.0	100.0	5dif.cif	F-P62826-F1-model_v3.cif
P62826	179-216	10-169	38	160	5jlj	202	2.5	0	A	21	32	160	84.21052631578947	100.0	5jlj.cif	F-P62826-F1-model_v3.cif
P62826	179-216	10-169	38	160	5uwh	203	2.26	0	A	21	33	160	86.8421052631579	100.0	5uwh.cif	F-P62826-F1-model_v3.cif
P62826	179-216	10-169	38	160	5uwi	208	2.143	0	A	21	38	160	100.0	100.0	5uwi.cif	F-P62826-F1-model_v3.cif
P62826	179-216	10-169	38	160	5uwj	206	2.221	0	A	21	36	160	94.73684210526315	100.0	5uwj.cif	F-P62826-F1-model_v3.cif
P62826	179-216	10-169	38	160	5uwo	205	2.347	0	A	21	35	160	92.10526315789474	100.0	5uwo.cif	F-P62826-F1-model_v3.cif
P62826	179-216	10-169	38	160	5uwp	209	2.054	0	A	21	38	160	100.0	100.0	5uwp.cif	F-P62826-F1-model_v3.cif
P62826	179-216	10-169	38	160	5uwq	206	2.278	0	A	21	36	160	94.73684210526315	100.0	5uwq.cif	F-P62826-F1-model_v3.cif
P62826	179-216	10-169	38	160	5uwr	204	2.24	0	A	21	34	160	89.47368421052632	100.0	5uwr.cif	F-P62826-F1-model_v3.cif
P62826	179-216	10-169	38	160	5uws	206	2.401	0	A	21	36	160	94.73684210526315	100.0	5uws.cif	F-P62826-F1-model_v3.cif
P62826	179-216	10-169	38	160	5uwt	208	2.342	0	A	21	38	160	100.0	100.0	5uwt.cif	F-P62826-F1-model_v3.cif
P62826	179-216	10-169	38	160	5uwu	208	2.24	0	A	21	38	160	100.0	100.0	5uwu.cif	F-P62826-F1-model_v3.cif
P62826	179-216	10-169	38	160	5uww	206	2.152	0	A	21	36	160	94.73684210526315	100.0	5uww.cif	F-P62826-F1-model_v3.cif
P62826	179-216	10-169	38	160	5yro	208	2.396	0	A	0	37	160	97.36842105263158	100.0	5yro.cif	F-P62826-F1-model_v3.cif
P62826	179-216	10-169	38	160	5yst	207	2.04	0	A	0	37	160	97.36842105263158	100.0	5yst.cif	F-P62826-F1-model_v3.cif
P62826	179-216	10-169	38	160	5ysu	207	2.3	0	A	0	37	160	97.36842105263158	100.0	5ysu.cif	F-P62826-F1-model_v3.cif
P62826	179-216	10-169	38	160	5ytb	208	2.3	0	A	0	37	160	97.36842105263158	100.0	5ytb.cif	F-P62826-F1-model_v3.cif
P62826	179-216	10-169	38	160	5zpu	202	2.6	0	A	0	31	160	81.57894736842105	100.0	5zpu.cif	F-P62826-F1-model_v3.cif
P62826	179-216	10-169	38	160	6a38	209	2.69	0	A	19	37	160	97.36842105263158	100.0	6a38.cif	F-P62826-F1-model_v3.cif
P62826	179-216	10-169	38	160	6a3a	209	2.3	0	A	19	37	160	97.36842105263158	100.0	6a3a.cif	F-P62826-F1-model_v3.cif
P62826	179-216	10-169	38	160	6a3b	209	2.51	0	A	19	37	160	97.36842105263158	100.0	6a3b.cif	F-P62826-F1-model_v3.cif
P62826	179-216	10-169	38	160	6a3c	209	2.35	0	A	19	37	160	97.36842105263158	100.0	6a3c.cif	F-P62826-F1-model_v3.cif
P62826	179-216	10-169	38	160	6a3e	209	2.7	0	A	19	37	160	97.36842105263158	100.0	6a3e.cif	F-P62826-F1-model_v3.cif
