uniprot	region_1	region_2	region_1_len	region_2_len	pdb	pdb_length	resolution	model	chain	label_offset	pdb residues in region_1	pdb residues in region_2	percent_region_1	percent_region_2	gt_fn	af_filename
D9N168	3-169	336-543	167	208	8sct	578	2.34	0	A	0	167	207	100.0	99.51923076923077	8sct.cif	AF-D9N168-F1-model_v4.cif
D9N168	3-169	336-543	167	208	8scu	578	2.38	0	A	0	167	207	100.0	99.51923076923077	8scu.cif	AF-D9N168-F1-model_v4.cif
Q72AS4	52-205	237-315	154	79	2wpn	277	2.04	0	A	0	154	79	100.0	100.0	2wpn.cif	AF-Q72AS4-F1-model_v4.cif
Q72AS4	52-205	237-315	154	79	3ze6	276	1.5	0	A	-34	153	79	99.35064935064936	100.0	3ze6.cif	AF-Q72AS4-F1-model_v4.cif
Q72AS4	52-205	237-315	154	79	3ze7	277	1.95	0	A	-34	154	79	100.0	100.0	3ze7.cif	AF-Q72AS4-F1-model_v4.cif
Q72AS4	52-205	237-315	154	79	3ze8	277	1.801	0	A	-34	154	79	100.0	100.0	3ze8.cif	AF-Q72AS4-F1-model_v4.cif
Q72AS4	52-205	237-315	154	79	3ze9	278	1.33	0	A	-34	153	79	99.35064935064936	100.0	3ze9.cif	AF-Q72AS4-F1-model_v4.cif
Q72AS4	52-205	237-315	154	79	3zea	279	1.82	0	A	-34	154	79	100.0	100.0	3zea.cif	AF-Q72AS4-F1-model_v4.cif
Q72AS4	52-205	237-315	154	79	5jsh	283	1.3	0	A	0	154	79	100.0	100.0	5jsh.cif	AF-Q72AS4-F1-model_v4.cif
Q72AS4	52-205	237-315	154	79	5jsk	283	0.95	0	A	0	154	79	100.0	100.0	5jsk.cif	AF-Q72AS4-F1-model_v4.cif
Q72AS4	52-205	237-315	154	79	5jsu	283	1.4	0	A	0	154	79	100.0	100.0	5jsu.cif	AF-Q72AS4-F1-model_v4.cif
Q72AS4	52-205	237-315	154	79	5jsy	283	1.04	0	A	0	154	79	100.0	100.0	5jsy.cif	AF-Q72AS4-F1-model_v4.cif
Q72AS4	52-205	237-315	154	79	5jt1	283	1.35	0	A	0	154	79	100.0	100.0	5jt1.cif	AF-Q72AS4-F1-model_v4.cif
Q72AS4	52-205	237-315	154	79	6rtp	283	1.1	0	A	-34	154	79	100.0	100.0	6rtp.cif	AF-Q72AS4-F1-model_v4.cif
Q72AS4	52-205	237-315	154	79	6ru9	277	1.355	0	A	-34	154	79	100.0	100.0	6ru9.cif	AF-Q72AS4-F1-model_v4.cif
Q72AS4	52-205	237-315	154	79	6ruc	283	1.199	0	A	-34	154	79	100.0	100.0	6ruc.cif	AF-Q72AS4-F1-model_v4.cif
Q72AS4	52-205	237-315	154	79	6z7r	279	1.77	0	A	-34	154	79	100.0	100.0	6z7r.cif	AF-Q72AS4-F1-model_v4.cif
Q72AS4	52-205	237-315	154	79	6z8j	279	1.09	0	A	-34	154	79	100.0	100.0	6z8j.cif	AF-Q72AS4-F1-model_v4.cif
Q72AS4	52-205	237-315	154	79	6z8m	283	1.02	0	A	-34	154	79	100.0	100.0	6z8m.cif	AF-Q72AS4-F1-model_v4.cif
Q72AS4	52-205	237-315	154	79	6z8o	277	2.2	0	A	-34	154	79	100.0	100.0	6z8o.cif	AF-Q72AS4-F1-model_v4.cif
Q72AS4	52-205	237-315	154	79	6z9g	277	1.76	0	A	-34	154	79	100.0	100.0	6z9g.cif	AF-Q72AS4-F1-model_v4.cif
Q72AS4	52-205	237-315	154	79	6z9o	279	1.53	0	A	-34	154	79	100.0	100.0	6z9o.cif	AF-Q72AS4-F1-model_v4.cif
Q72AS4	52-205	237-315	154	79	6za1	279	1.37	0	A	-34	154	79	100.0	100.0	6za1.cif	AF-Q72AS4-F1-model_v4.cif
Q7CRA4	113-301	425-657	189	233	2bg1	26	1.9	0	A	0	8	4	4.232804232804233	1.7167381974248928	2bg1.cif	AF-Q7CRA4-F1-model_v4.cif
Q7CRA4	113-301	425-657	189	233	2uwx	42	2.39	0	A	-100	17	11	8.994708994708994	4.721030042918455	2uwx.cif	AF-Q7CRA4-F1-model_v4.cif
Q7CRA4	113-301	425-657	189	233	2xd1	43	3.0	0	A	-100	17	11	8.994708994708994	4.721030042918455	2xd1.cif	AF-Q7CRA4-F1-model_v4.cif
Q7CRA4	113-301	425-657	189	233	2xd5	452	2.5	0	A	-297	0	233	0.0	100.0	2xd5.cif	AF-Q7CRA4-F1-model_v4.cif
Q7CRA4	113-301	425-657	189	233	2y2g	40	2.05	0	A	-100	17	11	8.994708994708994	4.721030042918455	2y2g.cif	AF-Q7CRA4-F1-model_v4.cif
Q7CRA4	113-301	425-657	189	233	2y2h	41	1.96	0	A	-100	17	11	8.994708994708994	4.721030042918455	2y2h.cif	AF-Q7CRA4-F1-model_v4.cif
Q7CRA4	113-301	425-657	189	233	2y2i	42	1.78	0	A	-100	17	11	8.994708994708994	4.721030042918455	2y2i.cif	AF-Q7CRA4-F1-model_v4.cif
Q7CRA4	113-301	425-657	189	233	2y2j	42	2.06	0	A	-100	17	11	8.994708994708994	4.721030042918455	2y2j.cif	AF-Q7CRA4-F1-model_v4.cif
Q7CRA4	113-301	425-657	189	233	2y2k	41	2.09	0	A	-100	17	11	8.994708994708994	4.721030042918455	2y2k.cif	AF-Q7CRA4-F1-model_v4.cif
Q7CRA4	113-301	425-657	189	233	2y2l	44	2.07	0	A	-100	19	11	10.052910052910052	4.721030042918455	2y2l.cif	AF-Q7CRA4-F1-model_v4.cif
Q7CRA4	113-301	425-657	189	233	2y2m	42	1.62	0	A	-100	17	11	8.994708994708994	4.721030042918455	2y2m.cif	AF-Q7CRA4-F1-model_v4.cif
Q7CRA4	113-301	425-657	189	233	2y2n	42	2.07	0	A	-100	17	11	8.994708994708994	4.721030042918455	2y2n.cif	AF-Q7CRA4-F1-model_v4.cif
Q7CRA4	113-301	425-657	189	233	2y2o	42	1.88	0	A	-100	17	11	8.994708994708994	4.721030042918455	2y2o.cif	AF-Q7CRA4-F1-model_v4.cif
Q7CRA4	113-301	425-657	189	233	2y2p	41	1.62	0	A	-100	17	10	8.994708994708994	4.291845493562231	2y2p.cif	AF-Q7CRA4-F1-model_v4.cif
Q7CRA4	113-301	425-657	189	233	2y2q	42	2.15	0	A	-100	17	11	8.994708994708994	4.721030042918455	2y2q.cif	AF-Q7CRA4-F1-model_v4.cif
Q7CRA4	113-301	425-657	189	233	7zuh	0	1.467	0	A	0	0	0	0.0	0.0	7zuh.cif	AF-Q7CRA4-F1-model_v4.cif
Q7CRA4	113-301	425-657	189	233	7zui	0	1.57	0	A	0	0	0	0.0	0.0	7zui.cif	AF-Q7CRA4-F1-model_v4.cif
Q7CRA4	113-301	425-657	189	233	7zuj	0	1.55	0	A	0	0	0	0.0	0.0	7zuj.cif	AF-Q7CRA4-F1-model_v4.cif
Q7CRA4	113-301	425-657	189	233	7zuk	0	1.631	0	A	0	0	0	0.0	0.0	7zuk.cif	AF-Q7CRA4-F1-model_v4.cif
Q7CRA4	113-301	425-657	189	233	7zul	0	1.744	0	A	0	0	0	0.0	0.0	7zul.cif	AF-Q7CRA4-F1-model_v4.cif
P14677	632-691	692-750	60	59	1pmd	674	3.5	0	A	-75	60	59	100.0	100.0	1pmd.cif	AF-P14677-F1-model_v4.cif
P14677	632-691	692-750	60	59	1qme	557	2.4	0	A	-48	60	59	100.0	100.0	1qme.cif	AF-P14677-F1-model_v4.cif
P14677	632-691	692-750	60	59	1qmf	558	2.8	0	A	-48	59	59	98.33333333333333	100.0	1qmf.cif	AF-P14677-F1-model_v4.cif
P14677	632-691	692-750	60	59	1rp5	40	3.0	0	A	0	1	1	1.6666666666666667	1.694915254237288	1rp5.cif	AF-P14677-F1-model_v4.cif
P14677	632-691	692-750	60	59	2z2l	7	2.85	0	A	0	0	0	0.0	0.0	2z2l.cif	AF-P14677-F1-model_v4.cif
P14677	632-691	692-750	60	59	2z2m	7	2.6	0	A	0	0	0	0.0	0.0	2z2m.cif	AF-P14677-F1-model_v4.cif
P14677	632-691	692-750	60	59	2zc3	7	2.5	0	A	0	0	0	0.0	0.0	2zc3.cif	AF-P14677-F1-model_v4.cif
P14677	632-691	692-750	60	59	2zc4	7	2.8	0	A	0	0	0	0.0	0.0	2zc4.cif	AF-P14677-F1-model_v4.cif
P00582	1-323	324-517	323	194	1d8y	0	2.08	0	B	-323	0	0	0.0	0.0	1d8y.cif	AF-P00582-F1-model_v4.cif
P00582	1-323	324-517	323	194	1d9d	0	2.18	0	B	-323	0	0	0.0	0.0	1d9d.cif	AF-P00582-F1-model_v4.cif
P00582	1-323	324-517	323	194	1d9f	0	3.0	0	B	-323	0	0	0.0	0.0	1d9f.cif	AF-P00582-F1-model_v4.cif
P00582	1-323	324-517	323	194	1dpi	546	2.8	0	A	-323	0	192	0.0	98.96907216494846	1dpi.cif	AF-P00582-F1-model_v4.cif
P00582	1-323	324-517	323	194	1kfd	560	3.9	0	A	-323	0	194	0.0	100.0	1kfd.cif	AF-P00582-F1-model_v4.cif
P00582	1-323	324-517	323	194	1kfs	0	2.1	0	B	-323	0	0	0.0	0.0	1kfs.cif	AF-P00582-F1-model_v4.cif
P00582	1-323	324-517	323	194	1kln	0	3.2	0	C	-323	0	0	0.0	0.0	1kln.cif	AF-P00582-F1-model_v4.cif
P00582	1-323	324-517	323	194	1krp	0	2.2	0	B	-323	0	0	0.0	0.0	1krp.cif	AF-P00582-F1-model_v4.cif
P00582	1-323	324-517	323	194	1ksp	0	2.3	0	B	-323	0	0	0.0	0.0	1ksp.cif	AF-P00582-F1-model_v4.cif
P00582	1-323	324-517	323	194	1qsl	0	2.2	0	B	-323	0	0	0.0	0.0	1qsl.cif	AF-P00582-F1-model_v4.cif
P00582	1-323	324-517	323	194	2kfn	0	2.03	0	B	-324	0	0	0.0	0.0	2kfn.cif	AF-P00582-F1-model_v4.cif
P00582	1-323	324-517	323	194	2kfz	0	2.03	0	B	-324	0	0	0.0	0.0	2kfz.cif	AF-P00582-F1-model_v4.cif
P00582	1-323	324-517	323	194	2kzm	0	2.6	0	B	-323	0	0	0.0	0.0	2kzm.cif	AF-P00582-F1-model_v4.cif
P00582	1-323	324-517	323	194	2kzz	0	2.25	0	B	-323	0	0	0.0	0.0	2kzz.cif	AF-P00582-F1-model_v4.cif
P00582	1-323	324-517	323	194	8oo6	601	2.25	0	A	-324	0	190	0.0	97.9381443298969	8oo6.cif	AF-P00582-F1-model_v4.cif
P00582	1-323	324-517	323	194	8ooy	601	2.25	0	A	-324	0	190	0.0	97.9381443298969	8ooy.cif	AF-P00582-F1-model_v4.cif
A0A0H2WY27	56-288	317-382	233	66	3hum	24	2.3	0	A	0	15	7	6.437768240343347	10.606060606060606	3hum.cif	AF-A0A0H2WY27-F1-model_v4.cif
A0A0H2WY27	56-288	317-382	233	66	3hun	24	2.0	0	A	0	15	7	6.437768240343347	10.606060606060606	3hun.cif	AF-A0A0H2WY27-F1-model_v4.cif
A0A0H2WY27	56-288	317-382	233	66	5tw4	357	1.57	0	A	-24	231	66	99.14163090128756	100.0	5tw4.cif	AF-A0A0H2WY27-F1-model_v4.cif
A0A0H2WY27	56-288	317-382	233	66	5tw8	356	1.72	0	A	-24	233	66	100.0	100.0	5tw8.cif	AF-A0A0H2WY27-F1-model_v4.cif
A0A0H2WY27	56-288	317-382	233	66	5tx9	356	1.68	0	A	-24	231	66	99.14163090128756	100.0	5tx9.cif	AF-A0A0H2WY27-F1-model_v4.cif
A0A0H2WY27	56-288	317-382	233	66	5ty2	356	1.7	0	A	-24	230	66	98.71244635193133	100.0	5ty2.cif	AF-A0A0H2WY27-F1-model_v4.cif
A0A0H2WY27	56-288	317-382	233	66	5ty7	355	1.894	0	A	-24	230	66	98.71244635193133	100.0	5ty7.cif	AF-A0A0H2WY27-F1-model_v4.cif
A0A0H2WY27	56-288	317-382	233	66	6c39	27	1.69	0	A	0	21	2	9.012875536480687	3.0303030303030303	6c39.cif	AF-A0A0H2WY27-F1-model_v4.cif
A0A0H2WY27	56-288	317-382	233	66	6c3k	357	1.6	0	A	-16	231	66	99.14163090128756	100.0	6c3k.cif	AF-A0A0H2WY27-F1-model_v4.cif
A0A0H2WY27	56-288	317-382	233	66	6dz8	358	1.86	0	A	-24	232	66	99.57081545064378	100.0	6dz8.cif	AF-A0A0H2WY27-F1-model_v4.cif
A0A0H2WY27	56-288	317-382	233	66	7kcv	361	1.6	0	A	-16	232	66	99.57081545064378	100.0	7kcv.cif	AF-A0A0H2WY27-F1-model_v4.cif
A0A0H2WY27	56-288	317-382	233	66	7kcw	359	1.73	0	A	-16	232	66	99.57081545064378	100.0	7kcw.cif	AF-A0A0H2WY27-F1-model_v4.cif
A0A0H2WY27	56-288	317-382	233	66	7kcx	360	1.62	0	A	-16	232	66	99.57081545064378	100.0	7kcx.cif	AF-A0A0H2WY27-F1-model_v4.cif
A0A0H2WY27	56-288	317-382	233	66	7kcy	361	1.85	0	A	-16	233	66	100.0	100.0	7kcy.cif	AF-A0A0H2WY27-F1-model_v4.cif
P77933	524-665	1132-1265	142	134	1wns	424	3.0	0	A	0	6	0	4.225352112676056	0.0	1wns.cif	AF-P77933-F1-model_v4.cif
P77933	524-665	1132-1265	142	134	2cw7	534	2.7	0	A	-851	0	134	0.0	100.0	2cw7.cif	AF-P77933-F1-model_v4.cif
P77933	524-665	1132-1265	142	134	2cw8	525	2.5	0	A	-851	0	132	0.0	98.50746268656717	2cw8.cif	AF-P77933-F1-model_v4.cif
P77933	524-665	1132-1265	142	134	4k8z	422	2.29	0	A	0	6	0	4.225352112676056	0.0	4k8z.cif	AF-P77933-F1-model_v4.cif
P77933	524-665	1132-1265	142	134	5omf	422	2.092	0	A	0	6	0	4.225352112676056	0.0	5omf.cif	AF-P77933-F1-model_v4.cif
P77933	524-665	1132-1265	142	134	6q4t	423	1.997	0	A	0	6	0	4.225352112676056	0.0	6q4t.cif	AF-P77933-F1-model_v4.cif
P77933	524-665	1132-1265	142	134	7om3	423	1.92	0	A	0	6	0	4.225352112676056	0.0	7om3.cif	AF-P77933-F1-model_v4.cif
P77933	524-665	1132-1265	142	134	7omb	422	2.01	0	A	0	6	0	4.225352112676056	0.0	7omb.cif	AF-P77933-F1-model_v4.cif
P77933	524-665	1132-1265	142	134	7omg	422	2.1	0	A	0	6	0	4.225352112676056	0.0	7omg.cif	AF-P77933-F1-model_v4.cif
P77933	524-665	1132-1265	142	134	7rsu	421	2.1	0	A	0	6	0	4.225352112676056	0.0	7rsu.cif	AF-P77933-F1-model_v4.cif
Q8GN86	9-366	416-492	358	77	1t5d	0	2.206	0	A	0	0	0	0.0	0.0	1t5d.cif	AF-Q8GN86-F1-model_v4.cif
Q8GN86	9-366	416-492	358	77	1t5h	0	2.002	0	A	0	0	0	0.0	0.0	1t5h.cif	AF-Q8GN86-F1-model_v4.cif
Q8GN86	9-366	416-492	358	77	2qvx	0	2.7	0	A	0	0	0	0.0	0.0	2qvx.cif	AF-Q8GN86-F1-model_v4.cif
Q8GN86	9-366	416-492	358	77	2qvy	0	2.76	0	A	0	0	0	0.0	0.0	2qvy.cif	AF-Q8GN86-F1-model_v4.cif
Q8GN86	9-366	416-492	358	77	2qvz	0	2.5	0	A	0	0	0	0.0	0.0	2qvz.cif	AF-Q8GN86-F1-model_v4.cif
Q8GN86	9-366	416-492	358	77	2qw0	0	2.56	0	A	0	0	0	0.0	0.0	2qw0.cif	AF-Q8GN86-F1-model_v4.cif
Q8GN86	9-366	416-492	358	77	3cw8	0	2.25	0	A	0	0	0	0.0	0.0	3cw8.cif	AF-Q8GN86-F1-model_v4.cif
Q8GN86	9-366	416-492	358	77	3cw9	503	2.0	0	A	0	358	77	100.0	100.0	3cw9.cif	AF-Q8GN86-F1-model_v4.cif
Q8GN86	9-366	416-492	358	77	3dlp	0	2.6	0	A	0	0	0	0.0	0.0	3dlp.cif	AF-Q8GN86-F1-model_v4.cif
Q51504	58-206	247-546	149	300	3oc2	495	1.968	0	A	-15	149	284	100.0	94.66666666666667	3oc2.cif	AF-Q51504-F1-model_v4.cif
Q51504	58-206	247-546	149	300	3ocl	498	2.3	0	A	-15	148	290	99.32885906040269	96.66666666666667	3ocl.cif	AF-Q51504-F1-model_v4.cif
Q51504	58-206	247-546	149	300	3ocn	503	2.61	0	A	-15	149	292	100.0	97.33333333333334	3ocn.cif	AF-Q51504-F1-model_v4.cif
Q51504	58-206	247-546	149	300	3pbs	499	2.0	0	A	-41	149	290	100.0	96.66666666666667	3pbs.cif	AF-Q51504-F1-model_v4.cif
Q51504	58-206	247-546	149	300	4fsf	27	2.2	0	A	0	6	16	4.026845637583892	5.333333333333334	4fsf.cif	AF-Q51504-F1-model_v4.cif
Q51504	58-206	247-546	149	300	4l0l	501	2.1	0	A	-42	149	290	100.0	96.66666666666667	4l0l.cif	AF-Q51504-F1-model_v4.cif
Q51504	58-206	247-546	149	300	5df7	515	2.0	0	A	-15	149	300	100.0	100.0	5df7.cif	AF-Q51504-F1-model_v4.cif
Q51504	58-206	247-546	149	300	5df8	514	2.0	0	A	-15	149	300	100.0	100.0	5df8.cif	AF-Q51504-F1-model_v4.cif
Q51504	58-206	247-546	149	300	5df9	509	2.7	0	A	-15	149	300	100.0	100.0	5df9.cif	AF-Q51504-F1-model_v4.cif
O16025	374-490	491-1066	117	576	1u5u	366	2.0	0	A	0	0	0	0.0	0.0	1u5u.cif	AF-O16025-F1-model_v4.cif
O16025	374-490	491-1066	117	576	2fnq	669	3.2	0	A	-367	115	554	98.29059829059828	96.18055555555556	2fnq.cif	AF-O16025-F1-model_v4.cif
O16025	374-490	491-1066	117	576	3dy5	1000	3.51	0	A	0	108	526	92.3076923076923	91.31944444444444	3dy5.cif	AF-O16025-F1-model_v4.cif
O16025	374-490	491-1066	117	576	3fg1	75	1.85	0	A	-367	44	31	37.60683760683761	5.381944444444445	3fg1.cif	AF-O16025-F1-model_v4.cif
O16025	374-490	491-1066	117	576	3fg3	75	1.9	0	A	-367	44	31	37.60683760683761	5.381944444444445	3fg3.cif	AF-O16025-F1-model_v4.cif
O16025	374-490	491-1066	117	576	3fg4	75	2.31	0	A	-367	44	31	37.60683760683761	5.381944444444445	3fg4.cif	AF-O16025-F1-model_v4.cif
O16025	374-490	491-1066	117	576	4qwt	75	2.002	0	A	-367	44	31	37.60683760683761	5.381944444444445	4qwt.cif	AF-O16025-F1-model_v4.cif
A0A140DJY3	32-394	445-522	363	78	5wm2	534	1.548	0	A	20	363	78	100.0	100.0	5wm2.cif	AF-A0A140DJY3-F1-model_v4.cif
A0A140DJY3	32-394	445-522	363	78	5wm3	535	1.679	0	A	20	363	78	100.0	100.0	5wm3.cif	AF-A0A140DJY3-F1-model_v4.cif
A0A140DJY3	32-394	445-522	363	78	5wm4	532	1.781	0	A	20	363	75	100.0	96.15384615384616	5wm4.cif	AF-A0A140DJY3-F1-model_v4.cif
A0A140DJY3	32-394	445-522	363	78	5wm5	531	1.797	0	A	20	363	76	100.0	97.43589743589743	5wm5.cif	AF-A0A140DJY3-F1-model_v4.cif
A0A140DJY3	32-394	445-522	363	78	5wm6	533	2.0	0	A	20	363	78	100.0	100.0	5wm6.cif	AF-A0A140DJY3-F1-model_v4.cif
A0A140DJY3	32-394	445-522	363	78	5wm7	533	1.777	0	A	20	363	78	100.0	100.0	5wm7.cif	AF-A0A140DJY3-F1-model_v4.cif
F2Z7K9	71-220	263-557	150	295	6vbc	61	1.55	0	A	-231	0	35	0.0	11.864406779661017	6vbc.cif	AF-F2Z7K9-F1-model_v4.cif
F2Z7K9	71-220	263-557	150	295	6vbd	61	1.8	0	A	-231	0	35	0.0	11.864406779661017	6vbd.cif	AF-F2Z7K9-F1-model_v4.cif
F2Z7K9	71-220	263-557	150	295	8vbz	61	1.9	0	A	-231	0	35	0.0	11.864406779661017	8vbz.cif	AF-F2Z7K9-F1-model_v4.cif
F2Z7K9	71-220	263-557	150	295	8ven	61	1.8	0	A	-231	0	35	0.0	11.864406779661017	8ven.cif	AF-F2Z7K9-F1-model_v4.cif
F2Z7K9	71-220	263-557	150	295	8vep	61	2.002	0	A	-231	0	35	0.0	11.864406779661017	8vep.cif	AF-F2Z7K9-F1-model_v4.cif
F2Z7K9	71-220	263-557	150	295	8veq	61	2.4	0	A	-231	0	35	0.0	11.864406779661017	8veq.cif	AF-F2Z7K9-F1-model_v4.cif
G0WVH3	10-368	425-500	359	76	4d4g	480	2.25	0	A	26	359	57	100.0	75.0	4d4g.cif	AF-G0WVH3-F1-model_v4.cif
G0WVH3	10-368	425-500	359	76	4d4h	408	2.019	0	A	26	359	0	100.0	0.0	4d4h.cif	AF-G0WVH3-F1-model_v4.cif
G0WVH3	10-368	425-500	359	76	4d4i	481	2.0	0	A	26	359	58	100.0	76.31578947368422	4d4i.cif	AF-G0WVH3-F1-model_v4.cif
G0WVH3	10-368	425-500	359	76	4d56	482	2.1	0	A	26	359	59	100.0	77.63157894736842	4d56.cif	AF-G0WVH3-F1-model_v4.cif
G0WVH3	10-368	425-500	359	76	4d57	482	2.0	0	A	26	359	59	100.0	77.63157894736842	4d57.cif	AF-G0WVH3-F1-model_v4.cif
Q95VR4	11-110	146-325	100	180	1pp7	0	2.45	0	C	0	0	0	0.0	0.0	1pp7.cif	AF-Q95VR4-F1-model_v4.cif
Q95VR4	11-110	146-325	100	180	1pp8	0	3.05	0	I	0	0	0	0.0	0.0	1pp8.cif	AF-Q95VR4-F1-model_v4.cif
Q95VR4	11-110	146-325	100	180	1q87	181	2.32	0	A	-126	0	170	0.0	94.44444444444444	1q87.cif	AF-Q95VR4-F1-model_v4.cif
Q95VR4	11-110	146-325	100	180	1q88	189	2.42	0	A	-126	0	178	0.0	98.88888888888889	1q88.cif	AF-Q95VR4-F1-model_v4.cif
Q95VR4	11-110	146-325	100	180	1q89	192	2.75	0	A	-126	0	178	0.0	98.88888888888889	1q89.cif	AF-Q95VR4-F1-model_v4.cif
E1K248	67-210	229-311	144	83	4ud2	262	2.3	0	A	-50	144	83	100.0	100.0	4ud2.cif	AF-E1K248-F1-model_v4.cif
E1K248	67-210	229-311	144	83	4ud6	262	2.12	0	A	-50	144	83	100.0	100.0	4ud6.cif	AF-E1K248-F1-model_v4.cif
E1K248	67-210	229-311	144	83	4ueq	262	1.7	0	A	-50	144	83	100.0	100.0	4ueq.cif	AF-E1K248-F1-model_v4.cif
E1K248	67-210	229-311	144	83	4uew	16	2.08	0	A	0	12	2	8.333333333333332	2.4096385542168677	4uew.cif	AF-E1K248-F1-model_v4.cif
A0A0A0V031	11-372	422-496	362	75	5e7q	498	2.23	0	A	2	349	75	96.40883977900553	100.0	5e7q.cif	AF-A0A0A0V031-F1-model_v4.cif
A0A0A0V031	11-372	422-496	362	75	5upq	500	2.42	0	A	3	351	75	96.96132596685084	100.0	5upq.cif	AF-A0A0A0V031-F1-model_v4.cif
A0A0A0V031	11-372	422-496	362	75	5ups	509	2.05	0	A	3	352	75	97.23756906077348	100.0	5ups.cif	AF-A0A0A0V031-F1-model_v4.cif
A0A0A0V031	11-372	422-496	362	75	5upt	501	1.92	0	A	3	352	75	97.23756906077348	100.0	5upt.cif	AF-A0A0A0V031-F1-model_v4.cif
P59676	632-691	692-750	60	59	1pyy	605	2.42	0	A	-48	60	59	100.0	100.0	1pyy.cif	AF-P59676-F1-model_v4.cif
P59676	632-691	692-750	60	59	5oiz	651	2.7	0	A	-48	60	59	100.0	100.0	5oiz.cif	AF-P59676-F1-model_v4.cif
P59676	632-691	692-750	60	59	5oj1	675	2.85	0	A	-48	60	59	100.0	100.0	5oj1.cif	AF-P59676-F1-model_v4.cif
A0A0F7R6G7	27-384	443-519	358	77	6m01	489	2.0	0	A	16	352	61	98.32402234636871	79.22077922077922	6m01.cif	AF-A0A0F7R6G7-F1-model_v4.cif
A0A0F7R6G7	27-384	443-519	358	77	7dq5	490	2.45	0	A	16	348	63	97.20670391061452	81.81818181818183	7dq5.cif	AF-A0A0F7R6G7-F1-model_v4.cif
A0A0F7R6G7	27-384	443-519	358	77	7dq6	464	2.6	0	A	16	348	41	97.20670391061452	53.246753246753244	7dq6.cif	AF-A0A0F7R6G7-F1-model_v4.cif
A0A0F7R6G7	27-384	443-519	358	77	8yyq	482	1.95	0	A	16	347	56	96.92737430167597	72.72727272727273	8yyq.cif	AF-A0A0F7R6G7-F1-model_v4.cif
