uniprot	region_1	region_2	pdb	chain	pred_fn	gt_fn	label_offset	gt_len	gt_trim_len	pred_len	pred_trim_len	gt_perc	trim_perc
P00582	1-323	324-517	1d9f	B	AF-P00582-F1-model_v4.cif	1d9f.cif	-323	4753	4745	7258	4745	0.9983168525142015	0.654
P00582	1-323	324-517	1dpi	A	AF-P00582-F1-model_v4.cif	1dpi.cif	-323	546	546	7258	546	1.0	0.075
P00582	1-323	324-517	1kfd	A	AF-P00582-F1-model_v4.cif	1kfd.cif	-323	4451	4451	7258	4451	1.0	0.613
P00582	1-323	324-517	1kfs	B	AF-P00582-F1-model_v4.cif	1kfs.cif	-323	4753	4745	7258	4745	0.9983168525142015	0.654
P00582	1-323	324-517	1kln	C	AF-P00582-F1-model_v4.cif	1kln.cif	-323	4700	4664	7258	4664	0.9923404255319149	0.643
P00582	1-323	324-517	1krp	B	AF-P00582-F1-model_v4.cif	1krp.cif	-323	4753	4745	7258	4745	0.9983168525142015	0.654
P00582	1-323	324-517	1ksp	B	AF-P00582-F1-model_v4.cif	1ksp.cif	-323	4753	4745	7258	4745	0.9983168525142015	0.654
P00582	1-323	324-517	1qsl	B	AF-P00582-F1-model_v4.cif	1qsl.cif	-323	4753	4745	7258	4745	0.9983168525142015	0.654
P00582	1-323	324-517	2kfn	B	AF-P00582-F1-model_v4.cif	2kfn.cif	-324	4753	227	7258	227	0.047759309909530825	0.031
P00582	1-323	324-517	2kfz	B	AF-P00582-F1-model_v4.cif	2kfz.cif	-324	4753	227	7258	227	0.047759309909530825	0.031
P00582	1-323	324-517	2kzm	B	AF-P00582-F1-model_v4.cif	2kzm.cif	-323	4753	4745	7258	4745	0.9983168525142015	0.654
P00582	1-323	324-517	2kzz	B	AF-P00582-F1-model_v4.cif	2kzz.cif	-323	4753	4745	7258	4745	0.9983168525142015	0.654
P00582	1-323	324-517	8oo6	A	AF-P00582-F1-model_v4.cif	8oo6.cif	-324	4782	4761	7258	4761	0.9956085319949812	0.656
P00582	1-323	324-517	8ooy	A	AF-P00582-F1-model_v4.cif	8ooy.cif	-324	4782	4761	7258	4761	0.9956085319949812	0.656
A0A0H2WY27	56-288	317-382	3hum	A	AF-A0A0H2WY27-F1-model_v4.cif	3hum.cif	0	2817	190	3391	190	0.06744763933262336	0.056
A0A0H2WY27	56-288	317-382	3hun	A	AF-A0A0H2WY27-F1-model_v4.cif	3hun.cif	0	2826	190	3391	190	0.06723283793347487	0.056
A0A0H2WY27	56-288	317-382	5tw4	A	AF-A0A0H2WY27-F1-model_v4.cif	5tw4.cif	-24	2865	2781	3391	2781	0.9706806282722513	0.82
A0A0H2WY27	56-288	317-382	5tw8	A	AF-A0A0H2WY27-F1-model_v4.cif	5tw8.cif	-24	2791	2783	3391	2783	0.997133643855249	0.821
A0A0H2WY27	56-288	317-382	5tx9	A	AF-A0A0H2WY27-F1-model_v4.cif	5tx9.cif	-24	2805	2781	3391	2781	0.9914438502673797	0.82
A0A0H2WY27	56-288	317-382	5ty2	A	AF-A0A0H2WY27-F1-model_v4.cif	5ty2.cif	-24	2810	2768	3391	2768	0.9850533807829182	0.816
A0A0H2WY27	56-288	317-382	5ty7	A	AF-A0A0H2WY27-F1-model_v4.cif	5ty7.cif	-24	2782	2766	3391	2766	0.9942487419122933	0.816
A0A0H2WY27	56-288	317-382	6c39	A	AF-A0A0H2WY27-F1-model_v4.cif	6c39.cif	0	5659	214	3391	214	0.03781586852800848	0.063
A0A0H2WY27	56-288	317-382	6c3k	A	AF-A0A0H2WY27-F1-model_v4.cif	6c3k.cif	-16	5663	2807	3391	2807	0.4956736711990111	0.828
A0A0H2WY27	56-288	317-382	6dz8	A	AF-A0A0H2WY27-F1-model_v4.cif	6dz8.cif	-24	5653	2821	3391	2821	0.4990270652750752	0.832
A0A0H2WY27	56-288	317-382	7kcv	A	AF-A0A0H2WY27-F1-model_v4.cif	7kcv.cif	-16	5678	2835	3391	2835	0.4992955265938711	0.836
A0A0H2WY27	56-288	317-382	7kcw	A	AF-A0A0H2WY27-F1-model_v4.cif	7kcw.cif	-16	5639	2821	3391	2821	0.5002660046107466	0.832
A0A0H2WY27	56-288	317-382	7kcx	A	AF-A0A0H2WY27-F1-model_v4.cif	7kcx.cif	-16	5654	2830	3391	2830	0.5005305978068624	0.835
A0A0H2WY27	56-288	317-382	7kcy	A	AF-A0A0H2WY27-F1-model_v4.cif	7kcy.cif	-16	5599	2841	3391	2841	0.5074120378639043	0.838
P77933	524-665	1132-1265	1wns	A	AF-P77933-F1-model_v4.cif	1wns.cif	0	5703	3467	13664	3467	0.6079256531650009	0.254
P77933	524-665	1132-1265	2cw7	A	AF-P77933-F1-model_v4.cif	2cw7.cif	-851	4392	4363	13664	4363	0.9933970856102003	0.319
P77933	524-665	1132-1265	2cw8	A	AF-P77933-F1-model_v4.cif	2cw8.cif	-851	4392	4291	13664	4291	0.9770036429872495	0.314
P77933	524-665	1132-1265	4k8z	A	AF-P77933-F1-model_v4.cif	4k8z.cif	0	6229	3483	13664	3483	0.5591587734788891	0.255
P77933	524-665	1132-1265	5omf	A	AF-P77933-F1-model_v4.cif	5omf.cif	0	12469	3483	13664	3483	0.27933274520811613	0.255
P77933	524-665	1132-1265	6q4t	A	AF-P77933-F1-model_v4.cif	6q4t.cif	0	12555	3495	13664	3495	0.27837514934289126	0.256
P77933	524-665	1132-1265	7om3	A	AF-P77933-F1-model_v4.cif	7om3.cif	0	12540	3495	13664	3495	0.27870813397129185	0.256
P77933	524-665	1132-1265	7omb	A	AF-P77933-F1-model_v4.cif	7omb.cif	0	12531	3483	13664	3483	0.27795068230787645	0.255
P77933	524-665	1132-1265	7omg	A	AF-P77933-F1-model_v4.cif	7omg.cif	0	6126	3483	13664	3483	0.568560235063663	0.255
P77933	524-665	1132-1265	7rsu	A	AF-P77933-F1-model_v4.cif	7rsu.cif	0	6204	3478	13664	3478	0.5606060606060606	0.255
Q8GN86	9-407	416-491	1t5d	A	AF-Q8GN86-F1-model_v4.cif	1t5d.cif	0	3784	3784	3825	3784	1.0	0.989
Q8GN86	9-407	416-491	1t5h	A	AF-Q8GN86-F1-model_v4.cif	1t5h.cif	0	3736	3656	3825	3656	0.9785867237687366	0.956
Q8GN86	9-407	416-491	2qvx	A	AF-Q8GN86-F1-model_v4.cif	2qvx.cif	0	3720	3716	3825	3716	0.9989247311827957	0.972
Q8GN86	9-407	416-491	2qvy	A	AF-Q8GN86-F1-model_v4.cif	2qvy.cif	0	3716	3712	3825	3712	0.9989235737351991	0.97
Q8GN86	9-407	416-491	2qvz	A	AF-Q8GN86-F1-model_v4.cif	2qvz.cif	0	3723	3718	3825	3718	0.9986569970453935	0.972
Q8GN86	9-407	416-491	2qw0	A	AF-Q8GN86-F1-model_v4.cif	2qw0.cif	0	3743	3738	3825	3738	0.9986641731231632	0.977
Q8GN86	9-407	416-491	3cw8	A	AF-Q8GN86-F1-model_v4.cif	3cw8.cif	0	3731	3710	3825	3710	0.9943714821763602	0.97
Q8GN86	9-407	416-491	3cw9	A	AF-Q8GN86-F1-model_v4.cif	3cw9.cif	0	3789	3789	3825	3789	1.0	0.991
Q8GN86	9-407	416-491	3dlp	A	AF-Q8GN86-F1-model_v4.cif	3dlp.cif	0	3735	3728	3825	3728	0.9981258366800535	0.975
Q51504	58-207	247-546	3oc2	A	AF-Q51504-F1-model_v4.cif	3oc2.cif	-15	3781	3781	4430	3781	1.0	0.853
Q51504	58-207	247-546	3ocl	A	AF-Q51504-F1-model_v4.cif	3ocl.cif	-15	3801	3801	4430	3801	1.0	0.858
Q51504	58-207	247-546	3ocn	A	AF-Q51504-F1-model_v4.cif	3ocn.cif	-15	3841	3841	4430	3841	1.0	0.867
Q51504	58-207	247-546	3pbs	A	AF-Q51504-F1-model_v4.cif	3pbs.cif	-41	3810	3810	4430	3810	1.0	0.86
Q51504	58-207	247-546	4fsf	A	AF-Q51504-F1-model_v4.cif	4fsf.cif	0	3822	188	4430	188	0.049188906331763475	0.042
Q51504	58-207	247-546	4l0l	A	AF-Q51504-F1-model_v4.cif	4l0l.cif	-42	3822	3822	4430	3822	1.0	0.863
Q51504	58-207	247-546	5df7	A	AF-Q51504-F1-model_v4.cif	5df7.cif	-15	3927	3927	4430	3927	1.0	0.886
Q51504	58-207	247-546	5df8	A	AF-Q51504-F1-model_v4.cif	5df8.cif	-15	3922	3922	4430	3922	1.0	0.885
Q51504	58-207	247-546	5df9	A	AF-Q51504-F1-model_v4.cif	5df9.cif	-15	3886	3886	4430	3886	1.0	0.877
D9N168	3-169	336-543	3hpo	A	AF-D9N168-F1-model_v4.cif	3hpo.cif	0	4679	351	4646	351	0.07501602906603975	0.076
D9N168	3-169	336-543	3ht3	A	AF-D9N168-F1-model_v4.cif	3ht3.cif	0	4678	4646	4646	4646	0.993159469858914	1.0
D9N168	3-169	336-543	4o0i	A	AF-D9N168-F1-model_v4.cif	4o0i.cif	1	4661	4634	4646	4634	0.9942072516627333	0.997
D9N168	3-169	336-543	6p5c	C	AF-D9N168-F1-model_v4.cif	6p5c.cif	2	4658	4622	4646	4622	0.9922713610991842	0.995
D9N168	3-169	336-543	6ueu	A	AF-D9N168-F1-model_v4.cif	6ueu.cif	1	4652	4628	4646	4628	0.9948409286328461	0.996
D9N168	3-169	336-543	6ur2	A	AF-D9N168-F1-model_v4.cif	6ur2.cif	0	4649	4634	4646	4634	0.99677349967735	0.997
D9N168	3-169	336-543	6ur4	A	AF-D9N168-F1-model_v4.cif	6ur4.cif	0	4649	4634	4646	4634	0.99677349967735	0.997
D9N168	3-169	336-543	6ur9	A	AF-D9N168-F1-model_v4.cif	6ur9.cif	0	4646	4627	4646	4627	0.9959104606112785	0.996
D9N168	3-169	336-543	6us5	A	AF-D9N168-F1-model_v4.cif	6us5.cif	0	4646	4627	4646	4627	0.9959104606112785	0.996
D9N168	3-169	336-543	8scg	A	AF-D9N168-F1-model_v4.cif	8scg.cif	0	4646	4627	4646	4627	0.9959104606112785	0.996
D9N168	3-169	336-543	8sci	A	AF-D9N168-F1-model_v4.cif	8sci.cif	0	4646	4627	4646	4627	0.9959104606112785	0.996
D9N168	3-169	336-543	8scj	A	AF-D9N168-F1-model_v4.cif	8scj.cif	0	4646	4627	4646	4627	0.9959104606112785	0.996
D9N168	3-169	336-543	8sck	A	AF-D9N168-F1-model_v4.cif	8sck.cif	0	4646	4627	4646	4627	0.9959104606112785	0.996
D9N168	3-169	336-543	8scl	A	AF-D9N168-F1-model_v4.cif	8scl.cif	0	4646	4627	4646	4627	0.9959104606112785	0.996
D9N168	3-169	336-543	8scm	A	AF-D9N168-F1-model_v4.cif	8scm.cif	0	4646	4627	4646	4627	0.9959104606112785	0.996
D9N168	3-169	336-543	8scn	A	AF-D9N168-F1-model_v4.cif	8scn.cif	0	4646	4627	4646	4627	0.9959104606112785	0.996
D9N168	3-169	336-543	8sco	A	AF-D9N168-F1-model_v4.cif	8sco.cif	0	4645	4638	4646	4638	0.9984930032292788	0.998
D9N168	3-169	336-543	8scp	A	AF-D9N168-F1-model_v4.cif	8scp.cif	0	4659	4638	4646	4638	0.995492594977463	0.998
D9N168	3-169	336-543	8scq	A	AF-D9N168-F1-model_v4.cif	8scq.cif	0	4659	4638	4646	4638	0.995492594977463	0.998
D9N168	3-169	336-543	8scr	A	AF-D9N168-F1-model_v4.cif	8scr.cif	0	4659	4638	4646	4638	0.995492594977463	0.998
D9N168	3-169	336-543	8scs	A	AF-D9N168-F1-model_v4.cif	8scs.cif	0	4645	4638	4646	4638	0.9984930032292788	0.998
D9N168	3-169	336-543	8sct	A	AF-D9N168-F1-model_v4.cif	8sct.cif	0	4659	4638	4646	4638	0.995492594977463	0.998
D9N168	3-169	336-543	8scu	A	AF-D9N168-F1-model_v4.cif	8scu.cif	0	4645	4638	4646	4638	0.9984930032292788	0.998
O16025	374-490	491-1066	1u5u	A	AF-O16025-F1-model_v4.cif	1u5u.cif	0	2983	2983	8625	2983	1.0	0.346
O16025	374-490	491-1066	2fnq	A	AF-O16025-F1-model_v4.cif	2fnq.cif	-367	5213	5213	8625	5213	1.0	0.604
O16025	374-490	491-1066	3dy5	A	AF-O16025-F1-model_v4.cif	3dy5.cif	0	8065	8049	8625	8049	0.998016119032858	0.933
O16025	374-490	491-1066	3fg1	A	AF-O16025-F1-model_v4.cif	3fg1.cif	-367	5523	578	8625	578	0.10465326815136701	0.067
O16025	374-490	491-1066	3fg3	A	AF-O16025-F1-model_v4.cif	3fg3.cif	-367	5624	580	8625	580	0.10312944523470839	0.067
O16025	374-490	491-1066	3fg4	A	AF-O16025-F1-model_v4.cif	3fg4.cif	-367	5487	572	8625	572	0.10424640058319665	0.066
O16025	374-490	491-1066	4qwt	A	AF-O16025-F1-model_v4.cif	4qwt.cif	-367	5510	575	8625	575	0.10435571687840291	0.067
A0A140DJY3	32-436	445-522	5wm2	A	AF-A0A140DJY3-F1-model_v4.cif	5wm2.cif	20	4142	4040	4126	4040	0.975374215354901	0.979
A0A140DJY3	32-436	445-522	5wm3	A	AF-A0A140DJY3-F1-model_v4.cif	5wm3.cif	20	4065	4043	4126	4043	0.9945879458794588	0.98
A0A140DJY3	32-436	445-522	5wm4	A	AF-A0A140DJY3-F1-model_v4.cif	5wm4.cif	20	4066	4040	4126	4040	0.9936055090998525	0.979
A0A140DJY3	32-436	445-522	5wm5	A	AF-A0A140DJY3-F1-model_v4.cif	5wm5.cif	20	4035	4019	4126	4019	0.9960346964064436	0.974
A0A140DJY3	32-436	445-522	5wm6	A	AF-A0A140DJY3-F1-model_v4.cif	5wm6.cif	20	4066	4044	4126	4044	0.9945892769306444	0.98
A0A140DJY3	32-436	445-522	5wm7	A	AF-A0A140DJY3-F1-model_v4.cif	5wm7.cif	20	4054	4032	4126	4032	0.994573260976813	0.977
G0WVH3	10-416	425-500	4d4g	A	AF-G0WVH3-F1-model_v4.cif	4d4g.cif	26	3825	3793	4331	3793	0.9916339869281046	0.876
G0WVH3	10-416	425-500	4d4h	A	AF-G0WVH3-F1-model_v4.cif	4d4h.cif	26	3240	3208	4331	3208	0.9901234567901235	0.741
G0WVH3	10-416	425-500	4d4i	A	AF-G0WVH3-F1-model_v4.cif	4d4i.cif	26	3838	3800	4331	3800	0.9900990099009901	0.877
G0WVH3	10-416	425-500	4d56	A	AF-G0WVH3-F1-model_v4.cif	4d56.cif	26	3845	3808	4331	3808	0.9903771131339402	0.879
G0WVH3	10-416	425-500	4d57	A	AF-G0WVH3-F1-model_v4.cif	4d57.cif	26	3904	3808	4331	3808	0.9754098360655737	0.879
Q95VR4	11-109	147-325	1pp7	C	AF-Q95VR4-F1-model_v4.cif	1pp7.cif	0	928	928	2768	928	1.0	0.335
Q95VR4	11-109	147-325	1pp8	I	AF-Q95VR4-F1-model_v4.cif	1pp8.cif	0	901	901	2768	901	1.0	0.326
Q95VR4	11-109	147-325	1q87	A	AF-Q95VR4-F1-model_v4.cif	1q87.cif	-126	1494	1474	2768	1474	0.9866131191432396	0.533
Q95VR4	11-109	147-325	1q88	A	AF-Q95VR4-F1-model_v4.cif	1q88.cif	-126	1540	1540	2768	1540	1.0	0.556
Q95VR4	11-109	147-325	1q89	A	AF-Q95VR4-F1-model_v4.cif	1q89.cif	-126	1568	1568	2768	1568	1.0	0.566
E1K248	67-211	229-311	4ud2	A	AF-E1K248-F1-model_v4.cif	4ud2.cif	-50	1973	1973	2358	1973	1.0	0.837
E1K248	67-211	229-311	4ud6	A	AF-E1K248-F1-model_v4.cif	4ud6.cif	-50	1973	1973	2358	1973	1.0	0.837
E1K248	67-211	229-311	4ueq	A	AF-E1K248-F1-model_v4.cif	4ueq.cif	-50	1982	1973	2358	1973	0.9954591321897074	0.837
E1K248	67-211	229-311	4uew	A	AF-E1K248-F1-model_v4.cif	4uew.cif	0	1973	97	2358	97	0.0491637100861632	0.041
A0A0A0V031	11-412	422-496	5e7q	A	AF-A0A0A0V031-F1-model_v4.cif	5e7q.cif	2	3954	3821	3988	3821	0.9663631765300961	0.958
A0A0A0V031	11-412	422-496	5upq	A	AF-A0A0A0V031-F1-model_v4.cif	5upq.cif	3	3924	3831	3988	3831	0.9762996941896025	0.961
A0A0A0V031	11-412	422-496	5ups	A	AF-A0A0A0V031-F1-model_v4.cif	5ups.cif	3	4015	3883	3988	3883	0.9671232876712329	0.974
A0A0A0V031	11-412	422-496	5upt	A	AF-A0A0A0V031-F1-model_v4.cif	5upt.cif	3	3978	3836	3988	3836	0.9643036701860231	0.962
P59676	632-691	692-750	1pyy	A	AF-P59676-F1-model_v4.cif	1pyy.cif	-48	4642	4626	5788	4626	0.996553209823352	0.799
P59676	632-691	692-750	5oiz	A	AF-P59676-F1-model_v4.cif	5oiz.cif	-48	4994	4994	5788	4994	1.0	0.863
P59676	632-691	692-750	5oj1	A	AF-P59676-F1-model_v4.cif	5oj1.cif	-48	5197	5178	5788	5178	0.9963440446411391	0.895
A0A0F7R6G7	27-435	443-519	6m01	A	AF-A0A0F7R6G7-F1-model_v4.cif	6m01.cif	16	3764	3747	4063	3747	0.9954835281615303	0.922
A0A0F7R6G7	27-435	443-519	7dq5	A	AF-A0A0F7R6G7-F1-model_v4.cif	7dq5.cif	16	3753	3753	4063	3753	1.0	0.924
A0A0F7R6G7	27-435	443-519	7dq6	A	AF-A0A0F7R6G7-F1-model_v4.cif	7dq6.cif	16	3557	3557	4063	3557	1.0	0.875
Q7WU28	4-298	374-576	3q7v	A	AF-Q7WU28-F1-model_v4.cif	3q7v.cif	-331	2123	2070	4901	2070	0.9750353273669335	0.422
Q7WU28	4-298	374-576	3q7z	A	AF-Q7WU28-F1-model_v4.cif	3q7z.cif	-331	2094	2070	4901	2070	0.9885386819484241	0.422
O68880	38-167	220-351	4imh	A	AF-O68880-F1-model_v4.cif	4imh.cif	0	5388	2712	2761	2712	0.5033407572383074	0.982
O68880	38-167	220-351	4mf9	A	AF-O68880-F1-model_v4.cif	4mf9.cif	6	2706	2706	2761	2706	1.0	0.98
O68880	38-167	220-351	4mgf	A	AF-O68880-F1-model_v4.cif	4mgf.cif	6	2676	2676	2761	2676	1.0	0.969
O29238	65-245	506-662	1gku	A	AF-O29238-F1-model_v4.cif	1gku.cif	0	8151	8040	8549	8040	0.986382039013618	0.94
O29238	65-245	506-662	1gl9	A	AF-O29238-F1-model_v4.cif	1gl9.cif	0	8226	8210	8549	8210	0.9980549477267202	0.96
P47736	1-17	181-397	1srq	A	AF-P47736-F1-model_v4.cif	1srq.cif	-74	2650	2643	5165	2643	0.9973584905660378	0.512
P47736	1-17	181-397	3brw	A	AF-P47736-F1-model_v4.cif	3brw.cif	-74	2706	2694	5165	2694	0.9955654101995566	0.522
A0A3B6UEQ0	22-167	187-265	5xvb	B	AF-A0A3B6UEQ0-F1-model_v4.cif	5xvb.cif	0	2046	2037	2520	2037	0.9956011730205279	0.808
A0A3B6UEQ0	22-167	187-265	5xvc	B	AF-A0A3B6UEQ0-F1-model_v4.cif	5xvc.cif	0	2046	2037	2520	2037	0.9956011730205279	0.808
A0A3B6UEQ0	22-167	187-265	7vxq	B	AF-A0A3B6UEQ0-F1-model_v4.cif	7vxq.cif	0	2052	2037	2520	2037	0.9926900584795322	0.808
Q941M3	31-439	448-523	3a9u	A	AF-Q941M3-F1-model_v4.cif	3a9u.cif	0	3946	3946	4112	3946	1.0	0.96
Q941M3	31-439	448-523	3a9v	A	AF-Q941M3-F1-model_v4.cif	3a9v.cif	0	4047	4047	4112	4047	1.0	0.984
Q941M3	31-439	448-523	3ni2	A	AF-Q941M3-F1-model_v4.cif	3ni2.cif	0	4047	4047	4112	4047	1.0	0.984
Q9RET4	60-236	331-595	2v2f	A	AF-Q9RET4-F1-model_v4.cif	2v2f.cif	-46	121	121	5604	121	1.0	0.022
