uniprot	cf_filename	complex_rmsd	1.0_aligned	1.0_comp	1.1_aligned	1.1_comp	1.2_aligned	1.2_comp	2.0_aligned	2.0_comp	2.1_aligned	2.1_comp	2.2_aligned	2.2_comp	2.3_aligned	2.3_comp	1_aligned	1_comp	2_aligned	2_comp
P0AG30	P0AG30_259_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	22.772	0.968	12.999	0	0	0	0	12.5	6.11	0	0	0	0	0	0	0.968	12.999	12.5	6.11
P0AG30	P0AG30_U100-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	0.873	0.688	0.591	0	0	0	0	0.425	0.919	0	0	0	0	0	0	0.688	0.591	0.425	0.919
P0AG30	P0AG30_029_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	19.165	1.641	17.856	0	0	0	0	11.846	26.736	0	0	0	0	0	0	1.641	17.856	11.846	26.736
P0AG30	P0AG30_300_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	24.771	0.958	3.964	0	0	0	0	3.669	2.745	0	0	0	0	0	0	0.958	3.964	3.669	2.745
P0AG30	P0AG30_096_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	18.309	0.528	2.212	0	0	0	0	1.78	0.818	0	0	0	0	0	0	0.528	2.212	1.78	0.818
P0AG30	P0AG30_075_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	23.211	0.981	13.762	0	0	0	0	2.967	17.128	0	0	0	0	0	0	0.981	13.762	2.967	17.128
P0AG30	P0AG30_078_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	19.032	0.564	3.104	0	0	0	0	3.011	1.934	0	0	0	0	0	0	0.564	3.104	3.011	1.934
P0AG30	P0AG30_U10-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	1.132	0.802	1.101	0	0	0	0	0.725	1.27	0	0	0	0	0	0	0.802	1.101	0.725	1.27
P0AG30	P0AG30_295_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	22.195	0.54	1.479	0	0	0	0	1.475	1.293	0	0	0	0	0	0	0.54	1.479	1.475	1.293
P0AG30	P0AG30_222_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	19.82	0.599	1.611	0	0	0	0	1.6	0.989	0	0	0	0	0	0	0.599	1.611	1.6	0.989
P0AG30	P0AG30_106_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	24.027	0.765	1.526	0	0	0	0	1.503	0.86	0	0	0	0	0	0	0.765	1.526	1.503	0.86
P0AG30	P0AG30_169_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	25.129	0.622	4.419	0	0	0	0	4.105	1.727	0	0	0	0	0	0	0.622	4.419	4.105	1.727
P0AG30	P0AG30_052_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	21.901	0.724	3.407	0	0	0	0	3.36	1.526	0	0	0	0	0	0	0.724	3.407	3.36	1.526
P0AG30	P0AG30_255_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	23.746	0.915	20.672	0	0	0	0	13.049	44.061	0	0	0	0	0	0	0.915	20.672	13.049	44.061
P0AG30	P0AG30_273_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	21.988	0.534	3.294	0	0	0	0	3.217	0.606	0	0	0	0	0	0	0.534	3.294	3.217	0.606
P0AG30	P0AG30_183_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	24.941	11.023	15.619	0	0	0	0	4.761	13.633	0	0	0	0	0	0	11.023	15.619	4.761	13.633
P0AG30	P0AG30_285_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	19.777	0.705	5.021	0	0	0	0	4.899	1.228	0	0	0	0	0	0	0.705	5.021	4.899	1.228
P0AG30	P0AG30_305_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	23.774	4.804	10.469	0	0	0	0	1.065	6.844	0	0	0	0	0	0	4.804	10.469	1.065	6.844
P0AG30	P0AG30_308_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	23.896	0.992	11.339	0	0	0	0	4.729	10.707	0	0	0	0	0	0	0.992	11.339	4.729	10.707
P0AG30	P0AG30_187_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	16.875	0.667	19.749	0	0	0	0	10.916	25.742	0	0	0	0	0	0	0.667	19.749	10.916	25.742
P0AG30	P0AG30_175_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	23.757	0.655	3.776	0	0	0	0	3.344	1.467	0	0	0	0	0	0	0.655	3.776	3.344	1.467
P0AG30	P0AG30_U100-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	0.998	0.503	0.918	0	0	0	0	0.865	0.599	0	0	0	0	0	0	0.503	0.918	0.865	0.599
P0AG30	P0AG30_157_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	26.222	0.693	6.931	0	0	0	0	6.959	0.999	0	0	0	0	0	0	0.693	6.931	6.959	0.999
P0AG30	P0AG30_251_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	24.345	1.133	18.143	0	0	0	0	12.233	16.348	0	0	0	0	0	0	1.133	18.143	12.233	16.348
P0AG30	P0AG30_135_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	20.718	0.78	3.083	0	0	0	0	2.679	2.847	0	0	0	0	0	0	0.78	3.083	2.679	2.847
P0AG30	P0AG30_290_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	11.923	0.82	4.178	0	0	0	0	3.936	1.986	0	0	0	0	0	0	0.82	4.178	3.936	1.986
P0AG30	P0AG30_056_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	2.657	0.593	2.241	0	0	0	0	2.047	2.043	0	0	0	0	0	0	0.593	2.241	2.047	2.043
P0AG30	P0AG30_124_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	24.375	0.838	3.674	0	0	0	0	2.942	3.389	0	0	0	0	0	0	0.838	3.674	2.942	3.389
P0AG30	P0AG30_129_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	19.538	0.628	3.388	0	0	0	0	3.53	1.108	0	0	0	0	0	0	0.628	3.388	3.53	1.108
P0AG30	P0AG30_240_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	17.878	0.745	4.513	0	0	0	0	4.015	1.99	0	0	0	0	0	0	0.745	4.513	4.015	1.99
P0AG30	P0AG30_030_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	19.069	0.791	15.874	0	0	0	0	12.627	16.575	0	0	0	0	0	0	0.791	15.874	12.627	16.575
P0AG30	P0AG30_082_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	21.884	0.552	3.259	0	0	0	0	3.298	0.803	0	0	0	0	0	0	0.552	3.259	3.298	0.803
P0AG30	P0AG30_160_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	19.766	0.745	4.093	0	0	0	0	3.302	2.553	0	0	0	0	0	0	0.745	4.093	3.302	2.553
P0AG30	P0AG30_266_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	18.892	0.514	3.346	0	0	0	0	3.462	1.019	0	0	0	0	0	0	0.514	3.346	3.462	1.019
P0AG30	P0AG30_097_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	20.095	1.543	41.517	0	0	0	0	3.507	27.075	0	0	0	0	0	0	1.543	41.517	3.507	27.075
P0AG30	P0AG30_288_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	15.95	0.784	3.726	0	0	0	0	2.401	2.305	0	0	0	0	0	0	0.784	3.726	2.401	2.305
P0AG30	P0AG30_U100-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	0.949	0.693	0.693	0	0	0	0	0.613	0.8	0	0	0	0	0	0	0.693	0.693	0.613	0.8
P0AG30	P0AG30_153_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	12.229	0.632	0.981	0	0	0	0	0.905	1.047	0	0	0	0	0	0	0.632	0.981	0.905	1.047
P0AG30	P0AG30_209_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	22.726	0.943	9.403	0	0	0	0	6.439	9.309	0	0	0	0	0	0	0.943	9.403	6.439	9.309
P0AG30	P0AG30_U10-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	1.264	0.541	1.268	0	0	0	0	0.934	0.956	0	0	0	0	0	0	0.541	1.268	0.934	0.956
P0AG30	P0AG30_226_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	11.761	0.616	2.957	0	0	0	0	2.968	1.224	0	0	0	0	0	0	0.616	2.957	2.968	1.224
P0AG30	P0AG30_074_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	1.673	0.506	1.694	0	0	0	0	0.949	1.167	0	0	0	0	0	0	0.506	1.694	0.949	1.167
P0AG30	P0AG30_294_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	26.612	0.694	6.372	0	0	0	0	2.644	8.607	0	0	0	0	0	0	0.694	6.372	2.644	8.607
P0AG30	P0AG30_192_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	22.988	0.645	3.191	0	0	0	0	3.287	0.954	0	0	0	0	0	0	0.645	3.191	3.287	0.954
P0AG30	P0AG30_086_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	19.32	1.078	8.001	0	0	0	0	3.824	4.309	0	0	0	0	0	0	1.078	8.001	3.824	4.309
P0AG30	P0AG30_065_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	24.188	0.86	4.304	0	0	0	0	3.597	1.334	0	0	0	0	0	0	0.86	4.304	3.597	1.334
P0AG30	P0AG30_047_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	21.374	0.499	3.911	0	0	0	0	3.397	1.466	0	0	0	0	0	0	0.499	3.911	3.397	1.466
P0AG30	P0AG30_028_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	26.537	1.672	16.104	0	0	0	0	1.859	21.677	0	0	0	0	0	0	1.672	16.104	1.859	21.677
P0AG30	P0AG30_258_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	20.982	0.531	2.259	0	0	0	0	2.027	0.989	0	0	0	0	0	0	0.531	2.259	2.027	0.989
P0AG30	P0AG30_021_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	20.93	0.501	3.225	0	0	0	0	3.203	1.027	0	0	0	0	0	0	0.501	3.225	3.203	1.027
P0AG30	P0AG30_131_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	22.846	0.76	3.865	0	0	0	0	3.889	1.675	0	0	0	0	0	0	0.76	3.865	3.889	1.675
