uniprot	region_1	region_2	af_filename	cf_filename	complex_mean_plddt	r1_mean_plddt	r2_mean_plddt
P07038	892-917	562-625	F-P07038-F1-model_v3.cif	P07038_U100-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	77.453	59.654	80.115
P07038	892-917	562-625	F-P07038-F1-model_v3.cif	P07038_U100-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	77.453	59.654	80.115
P07038	892-917	562-625	F-P07038-F1-model_v3.cif	P07038_002_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	77.453	59.654	80.115
P07038	892-917	562-625	F-P07038-F1-model_v3.cif	P07038_U10-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	77.453	59.654	80.115
P07038	892-917	562-625	F-P07038-F1-model_v3.cif	P07038_U100-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	77.453	59.654	80.115
P07038	892-917	562-625	F-P07038-F1-model_v3.cif	P07038_U100-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	77.453	59.654	80.115
P07038	892-917	562-625	F-P07038-F1-model_v3.cif	P07038_U100-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	77.453	59.654	80.115
P07038	892-917	562-625	F-P07038-F1-model_v3.cif	P07038_U10-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	77.453	59.654	80.115
P07038	892-917	562-625	F-P07038-F1-model_v3.cif	P07038_U100-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	77.453	59.654	80.115
P07038	892-917	562-625	F-P07038-F1-model_v3.cif	P07038_U10-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	77.453	59.654	80.115
P07038	892-917	562-625	F-P07038-F1-model_v3.cif	P07038_U10-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	77.453	59.654	80.115
P07038	892-917	562-625	F-P07038-F1-model_v3.cif	P07038_U100-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	77.453	59.654	80.115
P07038	892-917	562-625	F-P07038-F1-model_v3.cif	P07038_U10-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	77.453	59.654	80.115
P07038	892-917	562-625	F-P07038-F1-model_v3.cif	P07038_001_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	77.453	59.654	80.115
P07038	892-917	562-625	F-P07038-F1-model_v3.cif	P07038_U10-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	77.453	59.654	80.115
P07038	892-917	562-625	F-P07038-F1-model_v3.cif	P07038_U100-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	77.453	59.654	80.115
P07038	892-917	562-625	F-P07038-F1-model_v3.cif	P07038_U10-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	77.453	59.654	80.115
P07038	892-917	562-625	F-P07038-F1-model_v3.cif	P07038_U10-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	77.453	59.654	80.115
P07038	892-917	562-625	F-P07038-F1-model_v3.cif	P07038_000_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	77.453	59.654	80.115
P07038	892-917	562-625	F-P07038-F1-model_v3.cif	P07038_U100-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	77.453	59.654	80.115
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_086_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_082_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_U10-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_007_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_068_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_025_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_074_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_052_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_U100-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_016_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_070_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_034_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_U10-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_030_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_047_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_U100-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_079_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_043_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_061_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_012_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_056_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_039_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_028_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_065_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_003_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_021_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_U100-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_U10-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_057_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_087_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_078_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_017_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_031_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_002_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_064_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_020_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_042_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_060_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_046_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_013_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_024_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_053_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_075_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_035_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_038_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_083_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_071_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_029_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_069_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_U100-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_006_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_U10-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_U100-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_066_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_085_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_018_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_051_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_062_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_U100-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_040_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_U10-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_004_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_044_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_026_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_022_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_033_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_U10-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_037_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_088_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_000_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_U10-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_015_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_073_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_011_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_058_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_049_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_009_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_U100-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_081_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	78.419	49.101	91.783
Q8NQJ3	1-40	68-117	F-Q8NQJ3-F1-model_v3.cif	Q8NQJ3_077_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	78.419	49.101	91.783
