uniprot	cluster	cf_filename	complex_rmsd	1.0_aligned	1.0_comp	1.1_aligned	1.1_comp	1.2_aligned	1.2_comp	2.0_aligned	2.0_comp	2.1_aligned	2.1_comp	2.2_aligned	2.2_comp	2.3_aligned	2.3_comp	1_aligned	1_comp	2_aligned	2_comp
P04637	U10-005	P04637_U10-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	28.607	11.467	53.705	0	0	0	0	2.012	39.378	0	0	0	0	0	0	11.467	53.705	2.012	39.378
P04637	U10-008	P04637_U10-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	29.334	11.129	75.844	0	0	0	0	4.225	83.75	0	0	0	0	0	0	11.129	75.844	4.225	83.75
P04637	U100-004	P04637_U100-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	31.777	12.585	78.048	0	0	0	0	1.764	44.354	0	0	0	0	0	0	12.585	78.048	1.764	44.354
P04637	U100-000	P04637_U100-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	31.328	10.738	100.535	0	0	0	0	3.83	52.421	0	0	0	0	0	0	10.738	100.535	3.83	52.421
P04637	021	P04637_021_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	32.517	7.872	101.493	0	0	0	0	8.791	74.835	0	0	0	0	0	0	7.872	101.493	8.791	74.835
P04637	016	P04637_016_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	29.879	8.568	86.607	0	0	0	0	5.842	61.954	0	0	0	0	0	0	8.568	86.607	5.842	61.954
P04637	003	P04637_003_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	32.409	9.909	99.178	0	0	0	0	12.846	71.811	0	0	0	0	0	0	9.909	99.178	12.846	71.811
P04637	020	P04637_020_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	42.385	8.33	102.754	0	0	0	0	4.02	102.316	0	0	0	0	0	0	8.33	102.754	4.02	102.316
P04637	002	P04637_002_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	29.657	7.835	89.382	0	0	0	0	6.235	75.898	0	0	0	0	0	0	7.835	89.382	6.235	75.898
P04637	U10-009	P04637_U10-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	29.318	10.647	70.407	0	0	0	0	3.811	44.109	0	0	0	0	0	0	10.647	70.407	3.811	44.109
P04637	U100-005	P04637_U100-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	36.31	7.461	54.968	0	0	0	0	1.275	70.452	0	0	0	0	0	0	7.461	54.968	1.275	70.452
P04637	U100-008	P04637_U100-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	27.208	13.153	99.753	0	0	0	0	2.023	88.546	0	0	0	0	0	0	13.153	99.753	2.023	88.546
P04637	006	P04637_006_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	30.011	8.067	98.791	0	0	0	0	9.911	34.955	0	0	0	0	0	0	8.067	98.791	9.911	34.955
P04637	U10-000	P04637_U10-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	26.426	11.96	75.803	0	0	0	0	3.974	48.821	0	0	0	0	0	0	11.96	75.803	3.974	48.821
P04637	013	P04637_013_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	33.66	13.893	99.165	0	0	0	0	10.216	49.092	0	0	0	0	0	0	13.893	99.165	10.216	49.092
P04637	U100-001	P04637_U100-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	35.105	9.779	91.297	0	0	0	0	1.596	85.114	0	0	0	0	0	0	9.779	91.297	1.596	85.114
P04637	U10-004	P04637_U10-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	28.237	8.306	93.677	0	0	0	0	3.402	37.576	0	0	0	0	0	0	8.306	93.677	3.402	37.576
P04637	017	P04637_017_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	36.088	8.938	62.383	0	0	0	0	7.643	86.319	0	0	0	0	0	0	8.938	62.383	7.643	86.319
P07038	U100-001	P07038_U100-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	23.944	4.496	20.085	0	0	0	0	0.673	23.397	0	0	0	0	0	0	4.496	20.085	0.673	23.397
P07038	U10-003	P07038_U10-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	23.156	2.358	18.207	0	0	0	0	1.519	18.726	0	0	0	0	0	0	2.358	18.207	1.519	18.726
P07038	U10-007	P07038_U10-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	19.976	2.955	22.06	0	0	0	0	0.687	24.192	0	0	0	0	0	0	2.955	22.06	0.687	24.192
P07038	U100-008	P07038_U100-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	16.08	3.253	12.195	0	0	0	0	1.204	11.68	0	0	0	0	0	0	3.253	12.195	1.204	11.68
P07038	U100-005	P07038_U100-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	23.945	1.514	3.992	0	0	0	0	1.413	3.02	0	0	0	0	0	0	1.514	3.992	1.413	3.02
P07038	002	P07038_002_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	51.256	5.297	144.814	0	0	0	0	9.764	118.553	0	0	0	0	0	0	5.297	144.814	9.764	118.553
P07038	U10-002	P07038_U10-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	21.075	3.362	23.684	0	0	0	0	1.531	21.27	0	0	0	0	0	0	3.362	23.684	1.531	21.27
P07038	U100-004	P07038_U100-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	16.078	1.74	4.244	0	0	0	0	1.484	6.578	0	0	0	0	0	0	1.74	4.244	1.484	6.578
P07038	U100-009	P07038_U100-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	20.549	3.013	12.149	0	0	0	0	1.377	5.55	0	0	0	0	0	0	3.013	12.149	1.377	5.55
P07038	U100-000	P07038_U100-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	20.929	3.828	10.775	0	0	0	0	1.411	10.039	0	0	0	0	0	0	3.828	10.775	1.411	10.039
P07038	U10-006	P07038_U10-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	24.947	6.122	47.175	0	0	0	0	0.678	47.812	0	0	0	0	0	0	6.122	47.175	0.678	47.812
P07038	U100-006	P07038_U100-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	16.091	1.542	5.174	0	0	0	0	1.511	6.394	0	0	0	0	0	0	1.542	5.174	1.511	6.394
P07038	U10-004	P07038_U10-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	22.243	2.627	15.941	0	0	0	0	1.32	20.012	0	0	0	0	0	0	2.627	15.941	1.32	20.012
P07038	U10-000	P07038_U10-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	22.33	2.272	28.475	0	0	0	0	0.691	29.617	0	0	0	0	0	0	2.272	28.475	0.691	29.617
P07038	U100-002	P07038_U100-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	18.264	1.905	4.441	0	0	0	0	0.679	6.238	0	0	0	0	0	0	1.905	4.441	0.679	6.238
P07038	U10-009	P07038_U10-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	21.189	2.99	21.625	0	0	0	0	0.725	23.035	0	0	0	0	0	0	2.99	21.625	0.725	23.035
P07038	001	P07038_001_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	35.771	3.338	58.038	0	0	0	0	12.916	70.955	0	0	0	0	0	0	3.338	58.038	12.916	70.955
P07038	U10-001	P07038_U10-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	23.957	2.2	8.856	0	0	0	0	1.483	5.516	0	0	0	0	0	0	2.2	8.856	1.483	5.516
P07038	U100-003	P07038_U100-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	22.885	1.845	9.572	0	0	0	0	1.616	4.512	0	0	0	0	0	0	1.845	9.572	1.616	4.512
P07038	U10-005	P07038_U10-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	22.285	2.443	19.675	0	0	0	0	1.304	21.633	0	0	0	0	0	0	2.443	19.675	1.304	21.633
P07038	U10-008	P07038_U10-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	20.964	2.885	27.957	0	0	0	0	0.685	44.528	0	0	0	0	0	0	2.885	27.957	0.685	44.528
P07038	000	P07038_000_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	44.956	1.562	59.699	0	0	0	0	12.502	74.232	0	0	0	0	0	0	1.562	59.699	12.502	74.232
P07038	U100-007	P07038_U100-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	21.918	2.254	5.029	0	0	0	0	1.299	5.96	0	0	0	0	0	0	2.254	5.029	1.299	5.96
Q8NQJ3	086	Q8NQJ3_086_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	19.235	9.026	35.328	0	0	0	0	3.461	36.886	0	0	0	0	0	0	9.026	35.328	3.461	36.886
Q8NQJ3	082	Q8NQJ3_082_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	8.146	6.235	11.995	0	0	0	0	9.247	12.81	0	0	0	0	0	0	6.235	11.995	9.247	12.81
Q8NQJ3	U10-003	Q8NQJ3_U10-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	30.284	11.914	41.374	0	0	0	0	0.667	58.993	0	0	0	0	0	0	11.914	41.374	0.667	58.993
Q8NQJ3	007	Q8NQJ3_007_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	17.666	11.947	23.969	0	0	0	0	9.387	43.984	0	0	0	0	0	0	11.947	23.969	9.387	43.984
Q8NQJ3	068	Q8NQJ3_068_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	19.199	7.248	41.143	0	0	0	0	8.179	42.215	0	0	0	0	0	0	7.248	41.143	8.179	42.215
Q8NQJ3	025	Q8NQJ3_025_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	7.682	6.761	9.11	0	0	0	0	5.114	14.111	0	0	0	0	0	0	6.761	9.11	5.114	14.111
Q8NQJ3	074	Q8NQJ3_074_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	16.863	9.674	40.939	0	0	0	0	8.679	39.433	0	0	0	0	0	0	9.674	40.939	8.679	39.433
Q8NQJ3	052	Q8NQJ3_052_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	16.953	8.274	26.89	0	0	0	0	8.959	46.038	0	0	0	0	0	0	8.274	26.89	8.959	46.038
Q8NQJ3	U100-006	Q8NQJ3_U100-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	31.098	12.577	44.75	0	0	0	0	0.634	63.94	0	0	0	0	0	0	12.577	44.75	0.634	63.94
Q8NQJ3	016	Q8NQJ3_016_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	8.439	6.107	11.247	0	0	0	0	9.653	14.244	0	0	0	0	0	0	6.107	11.247	9.653	14.244
Q8NQJ3	070	Q8NQJ3_070_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	8.13	6.878	16.048	0	0	0	0	6.56	12.675	0	0	0	0	0	0	6.878	16.048	6.56	12.675
Q8NQJ3	034	Q8NQJ3_034_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	6.523	5.457	10.723	0	0	0	0	6.683	11.713	0	0	0	0	0	0	5.457	10.723	6.683	11.713
Q8NQJ3	U10-007	Q8NQJ3_U10-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	36.215	12.75	62.034	0	0	0	0	0.689	70.234	0	0	0	0	0	0	12.75	62.034	0.689	70.234
Q8NQJ3	030	Q8NQJ3_030_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	5.73	5.467	6.787	0	0	0	0	6.918	7.106	0	0	0	0	0	0	5.467	6.787	6.918	7.106
Q8NQJ3	047	Q8NQJ3_047_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	9.981	7.506	17.384	0	0	0	0	3.103	19.048	0	0	0	0	0	0	7.506	17.384	3.103	19.048
Q8NQJ3	U100-002	Q8NQJ3_U100-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	35.568	13.162	64.79	0	0	0	0	0.477	69.341	0	0	0	0	0	0	13.162	64.79	0.477	69.341
Q8NQJ3	079	Q8NQJ3_079_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	13.217	7.295	39.458	0	0	0	0	8.953	33.654	0	0	0	0	0	0	7.295	39.458	8.953	33.654
Q8NQJ3	043	Q8NQJ3_043_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	15.4	6.51	24.357	0	0	0	0	4.398	30.691	0	0	0	0	0	0	6.51	24.357	4.398	30.691
Q8NQJ3	061	Q8NQJ3_061_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	17.536	12.619	42.262	0	0	0	0	9.874	39.416	0	0	0	0	0	0	12.619	42.262	9.874	39.416
Q8NQJ3	012	Q8NQJ3_012_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	7.376	6.08	9.718	0	0	0	0	7.283	14.528	0	0	0	0	0	0	6.08	9.718	7.283	14.528
Q8NQJ3	056	Q8NQJ3_056_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	12.069	7.316	22.61	0	0	0	0	7.951	40.19	0	0	0	0	0	0	7.316	22.61	7.951	40.19
Q8NQJ3	039	Q8NQJ3_039_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	18.24	7.405	42.281	0	0	0	0	7.573	44.644	0	0	0	0	0	0	7.405	42.281	7.573	44.644
Q8NQJ3	028	Q8NQJ3_028_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	6.784	5.47	6.934	0	0	0	0	0.526	13.253	0	0	0	0	0	0	5.47	6.934	0.526	13.253
Q8NQJ3	065	Q8NQJ3_065_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	32.975	11.462	55.779	0	0	0	0	7.35	65.609	0	0	0	0	0	0	11.462	55.779	7.35	65.609
Q8NQJ3	003	Q8NQJ3_003_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	20.86	13.023	39.927	0	0	0	0	9.302	38.509	0	0	0	0	0	0	13.023	39.927	9.302	38.509
Q8NQJ3	021	Q8NQJ3_021_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	18.332	10.54	36.832	0	0	0	0	9.148	56.727	0	0	0	0	0	0	10.54	36.832	9.148	56.727
Q8NQJ3	U100-003	Q8NQJ3_U100-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	22.107	14.588	51.137	0	0	0	0	0.471	66.169	0	0	0	0	0	0	14.588	51.137	0.471	66.169
Q8NQJ3	U10-006	Q8NQJ3_U10-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	33.37	13.407	50.698	0	0	0	0	0.639	64.793	0	0	0	0	0	0	13.407	50.698	0.639	64.793
Q8NQJ3	057	Q8NQJ3_057_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	9.66	6.616	17.303	0	0	0	0	7.462	20.958	0	0	0	0	0	0	6.616	17.303	7.462	20.958
Q8NQJ3	087	Q8NQJ3_087_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	9.395	6.719	20.211	0	0	0	0	3.425	17.929	0	0	0	0	0	0	6.719	20.211	3.425	17.929
Q8NQJ3	078	Q8NQJ3_078_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	5.948	5.871	7.957	0	0	0	0	1.525	11.425	0	0	0	0	0	0	5.871	7.957	1.525	11.425
Q8NQJ3	017	Q8NQJ3_017_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	7.578	5.719	11.426	0	0	0	0	8.546	18.449	0	0	0	0	0	0	5.719	11.426	8.546	18.449
Q8NQJ3	031	Q8NQJ3_031_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	7.209	5.89	9.357	0	0	0	0	6.45	9.274	0	0	0	0	0	0	5.89	9.357	6.45	9.274
Q8NQJ3	002	Q8NQJ3_002_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	8.172	7.692	14.474	0	0	0	0	8.697	11.068	0	0	0	0	0	0	7.692	14.474	8.697	11.068
Q8NQJ3	064	Q8NQJ3_064_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	7.557	6.301	10.18	0	0	0	0	8.025	20.645	0	0	0	0	0	0	6.301	10.18	8.025	20.645
Q8NQJ3	020	Q8NQJ3_020_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	10.895	10.198	9.713	0	0	0	0	6.118	12.992	0	0	0	0	0	0	10.198	9.713	6.118	12.992
Q8NQJ3	042	Q8NQJ3_042_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	8.33	5.661	13.724	0	0	0	0	7.363	14.255	0	0	0	0	0	0	5.661	13.724	7.363	14.255
Q8NQJ3	060	Q8NQJ3_060_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	39.178	13.193	68.563	0	0	0	0	6.701	70.674	0	0	0	0	0	0	13.193	68.563	6.701	70.674
Q8NQJ3	046	Q8NQJ3_046_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	6.68	5.696	12.204	0	0	0	0	6.541	10.116	0	0	0	0	0	0	5.696	12.204	6.541	10.116
Q8NQJ3	013	Q8NQJ3_013_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	7.325	6.652	8.562	0	0	0	0	3.036	13.6	0	0	0	0	0	0	6.652	8.562	3.036	13.6
Q8NQJ3	024	Q8NQJ3_024_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	30.016	10.937	57.389	0	0	0	0	2.718	57.847	0	0	0	0	0	0	10.937	57.389	2.718	57.847
Q8NQJ3	053	Q8NQJ3_053_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	7.193	7.288	8.603	0	0	0	0	5.976	12.232	0	0	0	0	0	0	7.288	8.603	5.976	12.232
Q8NQJ3	075	Q8NQJ3_075_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	17.426	9.207	25.19	0	0	0	0	14.173	42.636	0	0	0	0	0	0	9.207	25.19	14.173	42.636
Q8NQJ3	035	Q8NQJ3_035_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	9.477	6.427	13.397	0	0	0	0	9.358	14.945	0	0	0	0	0	0	6.427	13.397	9.358	14.945
Q8NQJ3	038	Q8NQJ3_038_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	6.887	6.804	7.381	0	0	0	0	6.881	8.589	0	0	0	0	0	0	6.804	7.381	6.881	8.589
Q8NQJ3	083	Q8NQJ3_083_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	6.997	5.769	11.37	0	0	0	0	7.607	14.856	0	0	0	0	0	0	5.769	11.37	7.607	14.856
Q8NQJ3	071	Q8NQJ3_071_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	9.13	7.291	11.152	0	0	0	0	3.823	17.707	0	0	0	0	0	0	7.291	11.152	3.823	17.707
Q8NQJ3	029	Q8NQJ3_029_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	11.017	7.122	17.419	0	0	0	0	5.12	32.504	0	0	0	0	0	0	7.122	17.419	5.12	32.504
Q8NQJ3	069	Q8NQJ3_069_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	8.958	5.757	13.644	0	0	0	0	6.184	17.502	0	0	0	0	0	0	5.757	13.644	6.184	17.502
Q8NQJ3	U100-007	Q8NQJ3_U100-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	35.38	12.596	65.342	0	0	0	0	0.583	69.304	0	0	0	0	0	0	12.596	65.342	0.583	69.304
Q8NQJ3	006	Q8NQJ3_006_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	12.599	7.224	19.935	0	0	0	0	6.35	35.796	0	0	0	0	0	0	7.224	19.935	6.35	35.796
Q8NQJ3	U10-002	Q8NQJ3_U10-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	32.789	13.083	54.548	0	0	0	0	0.706	63.615	0	0	0	0	0	0	13.083	54.548	0.706	63.615
Q8NQJ3	U100-005	Q8NQJ3_U100-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	35.997	12.14	51.863	0	0	0	0	0.474	71.012	0	0	0	0	0	0	12.14	51.863	0.474	71.012
Q8NQJ3	066	Q8NQJ3_066_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	11.571	6.962	17.927	0	0	0	0	12.047	32.339	0	0	0	0	0	0	6.962	17.927	12.047	32.339
